A
B
B
C
A
A
A
B
A
B
A
C
B
A
A
A
A
A
A
D
A
A
A
A
A
B
A
A
B
B
D
A
B
B
A
C
A
D
A
A
D
B
A
A
A
A
A
D
A
A
A
B
A
C
A
A
A
A
A
A
D
A
A
B
A
C
A
A
D
A
A
C
A
B
A
A
A
B
A
A
A
B
A
A
A
A
A
A
B
A
A
B
A
A
A
A
A
B
A
A
A
A
A
A
A
D
A
B
B
A
A
B
A
A
A
B
A
C
B
B
A
B
A
A
A
A
A
A
A
A
A
D
B
B
A
D
A
B
A
A
D
C
A
B
A
A
A
A
A
D
B
B
B
D
