name,url
elasticsearch-native-script-example,https://github.com/imotov/elasticsearch-native-script-example
docker-slaves-plugin,https://github.com/jenkinsci/docker-slaves-plugin
tut-bookmarks,https://github.com/spring-guides/tut-bookmarks
parquet-format,https://github.com/apache/parquet-format
dynamodb-cross-region-library,https://github.com/awslabs/dynamodb-cross-region-library
jHiccup,https://github.com/giltene/jHiccup
storm,https://github.com/mesos/storm
codebuff,https://github.com/antlr/codebuff
statsd-jvm-profiler,https://github.com/etsy/statsd-jvm-profiler
blynk-server,https://github.com/blynkkk/blynk-server
core,https://github.com/forge/core
spotify-web-api-java,https://github.com/thelinmichael/spotify-web-api-java
caesar,https://github.com/vbauer/caesar
spring-cloud-sleuth,https://github.com/spring-cloud/spring-cloud-sleuth
hank,https://github.com/LiveRamp/hank
spring-retry,https://github.com/spring-projects/spring-retry
sms-backup-plus,https://github.com/jberkel/sms-backup-plus
JCL,https://github.com/kamranzafar/JCL
spring-data-jdbc-repository,https://github.com/nurkiewicz/spring-data-jdbc-repository
aliyun-openapi-java-sdk,https://github.com/aliyun/aliyun-openapi-java-sdk
jbot,https://github.com/ramswaroop/jbot
barefoot,https://github.com/bmwcarit/barefoot
elasticsearch-analysis-ansj,https://github.com/NLPchina/elasticsearch-analysis-ansj
cassandra-reaper,https://github.com/spotify/cassandra-reaper
xenon,https://github.com/vmware/xenon
cmb,https://github.com/Comcast/cmb
neo4j-shell-tools,https://github.com/jexp/neo4j-shell-tools
grunt-maven-plugin,https://github.com/allegro/grunt-maven-plugin
kafka-spark-consumer,https://github.com/dibbhatt/kafka-spark-consumer
androidsvgdrawable-plugin,https://github.com/avianey/androidsvgdrawable-plugin
kitten,https://github.com/cloudera/kitten
jackdaw,https://github.com/vbauer/jackdaw
ohc,https://github.com/snazy/ohc
rxjava-jdbc,https://github.com/davidmoten/rxjava-jdbc
emoji-java,https://github.com/vdurmont/emoji-java
OpenGrok,https://github.com/OpenGrok/OpenGrok
tephra,https://github.com/caskdata/tephra
density-converter,https://github.com/patrickfav/density-converter
word,https://github.com/ysc/word
xembly,https://github.com/yegor256/xembly
neo4j-reco,https://github.com/graphaware/neo4j-reco
java-cas-client,https://github.com/apereo/java-cas-client
bigbash,https://github.com/zalando/bigbash
ha-bridge,https://github.com/bwssytems/ha-bridge
