"name","compiled","tested","tests","suites","failures","runs","mvn_time_avg","mvn_time_sd","xml_time_avg","xml_time_sd"
"resteasy_Resteasy","SUCCESS","FAILURE",400,131,0,3,116,0,83.477,0.258580741742289
"restx_restx","SUCCESS","?",316,77,4,3,0,0,44.9393333333333,2.90976293421532
"rgladwell_m2e-android","?","?",0,0,0,3,0,0,0,0
"richardwilly98_elasticsearch-river-mongodb","SUCCESS","FAILURE",194,1,1,3,23.5073333333333,2.01796935886879,18.5973333333333,2.63161743673607
"rnewson_couchdb-lucene","SUCCESS","SUCCESS",65,12,0,3,3.367,0.107,1.96533333333333,0.102256214155098
"RoaringBitmap_RoaringBitmap","SUCCESS","SUCCESS",1163,43,0,3,455.333333333333,16.1658075373095,413.259333333333,15.9783903548929
"robinhowlett_chart-parser","SUCCESS","FAILURE",125,37,25,3,4.279,0.067977937597429,2.43566666666667,0.00723417813807021
"romix_java-concurrent-hash-trie-map","SUCCESS","SUCCESS",21,17,0,3,6.76066666666667,0.317162944451796,4.838,0.272550912675045
"rstoyanchev_spring-mvc-chat","SUCCESS","SUCCESS",0,0,0,3,0.689333333333333,0.0653095194694719,0,0
"rstoyanchev_spring-websocket-portfolio","SUCCESS","FAILURE",5,3,3,3,22.044,0.163771181836121,15.2213333333333,0.0227229692895381
"RUB-NDS_WS-Attacker","SUCCESS","SUCCESS",495,107,0,3,63.6666666666667,0.577350269189626,54.6526666666667,0.325271168924226
"RuedigerMoeller_fast-serialization","SUCCESS","SUCCESS",0,0,0,3,1.20233333333333,0.036226141573915,0,0
"RustDT_RustDT","SUCCESS","SUCCESS",0,0,0,3,27.7843333333333,1.81428259467298,0,0
"rythmengine_rythmengine","SUCCESS","SUCCESS",253,46,0,3,37.1216666666667,0.0847899365097844,34.8123333333333,0.0600694043031395
"s3-wagon-private_s3-wagon-private","SUCCESS","SUCCESS",0,0,0,3,0.76,0.0216564078277077,0,0
"saikrishna321_AppiumTestDistribution","SUCCESS","FAILURE",24,1,10,3,3.49333333333333,0.0450924975282289,0.902666666666667,0.00709459888459759
"sakaiproject_sakai","SUCCESS","SUCCESS",1392,223,0,3,356,1,260.549333333333,0.810210672191662
"salesforce_Argus","FAILURE","FAILURE",0,0,0,3,1.89033333333333,0.0384360941477322,0,0
"SAMLRaider_SAMLRaider","SUCCESS","SUCCESS",115,8,0,3,17.9346666666667,2.75728876495251,16.1753333333333,2.78634551578467
"schema-repo_schema-repo","SUCCESS","SUCCESS",81,18,0,3,25.8206666666667,0.25492417173217,19.6043333333333,0.0575702469452159
"ScienJus_smartqq","FAILURE","FAILURE",0,0,0,3,1.446,0.0260576284415907,0,0
"ScienJus_spring-authorization-manager","SUCCESS","FAILURE",5,1,5,3,6.36533333333333,0.0170391705588425,0.0223333333333333,0.000577350269189626
"scobal_seyren","SUCCESS","SUCCESS",106,17,0,3,6.167,0.725746512220349,3.43666666666667,0.659854782003839
"sczyh30_vertx-blueprint-microservice","SUCCESS","SUCCESS",2,2,0,3,5.86766666666667,0.27376327973878,3.581,0.211586861595894
"sdbg_sdbg","SUCCESS","SUCCESS",0,0,0,3,19.6903333333333,0.760359344871446,0,0
"seleniumkit_gridrouter","SUCCESS","SUCCESS",74,22,0,3,42.4926666666667,0.206497780456193,37.0963333333333,0.220568205626591
"sendgrid_sendgrid-java","SUCCESS","FAILURE",242,3,231,3,4.27733333333333,0.0267270150472013,1.455,0.0124899959967969
"serge-rider_dbeaver","SUCCESS","SUCCESS",0,0,0,3,120.666666666667,2.08166599946613,0,0
"serso_android-common","?","?",0,0,0,3,0,0,0,0
"ServiceComb_ServiceComb-Java-Chassis","SUCCESS","SUCCESS",919,274,0,3,61,1,40.768,1.55906157671851
"ShawnyXiao_SpringBoot-MyBatis","SUCCESS","SUCCESS",0,0,0,3,1.075,0.00984885780179607,0,0
"shopizer-ecommerce_shopizer","SUCCESS","SUCCESS",15,15,0,3,2.99633333333333,0.0545924292675581,0,0
"shyiko_mysql-binlog-connector-java","SUCCESS","SUCCESS",27,1,0,3,2.765,0.0451331363855871,1.50766666666667,0.00550757054728605
"siom79_japicmp","FAILURE","FAILURE",245,30,0,3,8.89966666666667,0.0382143079661707,4.47633333333333,0.0570116947067299
"sirensolutions_siren-join","SUCCESS","SUCCESS",55,16,0,3,24.7093333333333,0.771693160092361,21.2996666666667,0.750653271046849
"sismics_reader","SUCCESS","FAILURE",71,15,3,3,11.34,0.614500610251935,7.90166666666667,0.602748150833608
"skavanagh_EC2Box","SUCCESS","SUCCESS",0,0,0,3,1.05333333333333,0.0665006265634644,0,0
"skavanagh_KeyBox","SUCCESS","SUCCESS",0,0,0,3,0.888333333333333,0.00929157324317758,0,0
"Sloeber_arduino-eclipse-plugin","SUCCESS","SUCCESS",0,0,0,3,36.3683333333333,2.92873835180498,0,0
"smallnest_Jax-RS-Performance-Comparison","SUCCESS","SUCCESS",0,0,0,3,1.53433333333333,0.0399541403778549,0,0
"SmartBear_soapui","SUCCESS","FAILURE",672,125,51,3,64.1753333333333,48.3510003240195,56.3436666666667,48.7661300118569
"smooks_smooks","SUCCESS","SUCCESS",1139,289,0,3,225,2,143.184,1.5359388008642
"snazy_ohc","SUCCESS","SUCCESS",146,1,0,3,195.666666666667,1.52752523165195,25.7623333333333,0.549682029298152
"soabase_exhibitor","SUCCESS","SUCCESS",52,1,0,3,43.3023333333333,1.12558666184942,40.0556666666667,1.19171906644701
"SoftInstigate_restheart","SUCCESS","SUCCESS",41,10,0,3,35.5123333333333,0.0644541180479056,31.3693333333333,0.0265015722804001
"SomMeri_less4j","FAILURE","SUCCESS",639,35,0,3,10.737,0.0874299719775782,4.724,0.0995339138183563
"SonarSource_sonar-java","FAILURE","FAILURE",1783,602,0,3,89,2.64575131106459,80.9410000000001,2.6363010070931
"SonarSource_sonar-javascript","SUCCESS","SUCCESS",1077,409,0,3,13.9813333333333,0.0581578312296229,7.24266666666666,0.369169789302068
"SonarSource_sonarlint-eclipse","FAILURE","FAILURE",0,0,0,3,19.2243333333333,0.987725332940963,0,0
"soundcloud_java-api-wrapper","SUCCESS","FAILURE",139,9,6,3,87.6666666666667,15.1767365837763,90.6243333333333,15.6463635498263
"speedment_speedment","FAILURE","FAILURE",397,61,0,3,38.1006666666667,0.802323085379781,19.8436666666667,0.761578842493237
"spinscale_elasticsearch-opennlp-plugin","SUCCESS","FAILURE",6,3,5,3,63,0,62.2763333333333,0.0770216419802485
"spotify_apollo","SUCCESS","SUCCESS",476,76,0,3,36.055,0.206487287744305,23.9786666666667,0.13966149552877
"spotify_cassandra-reaper","SUCCESS","SUCCESS",88,8,0,3,9.14033333333333,0.0376474877426548,0.903333333333333,0.0102632028788938
"spotify_docker-client","SUCCESS","FAILURE",403,20,296,3,14.032,0.292948800987476,9.62166666666667,0.320072387645877
"spotify_dockerfile-maven","SUCCESS","SUCCESS",0,0,0,3,9.287,0.0516430053347013,0,0
"spotify_docker-maven-plugin","SUCCESS","SUCCESS",59,8,0,3,14.2766666666667,0.299523510485126,5.341,0.242328289722847
"spotify_helios","SUCCESS","FAILURE",458,137,127,3,101.333333333333,3.78593889720018,992.574333333333,38.730079580777
"spotify_heroic","FAILURE","FAILURE",435,132,0,3,19.773,0.2961367927158,22.6653333333333,0.204607754822089
"spotify_netty-zmtp","SUCCESS","SUCCESS",48,10,0,3,6.96033333333333,0.142759704865671,4.32433333333333,0.166169592083911
"spring-cloud-incubator_spring-cloud-kubernetes","SUCCESS","SUCCESS",21,10,0,3,61.6666666666667,0.577350269189626,38.2853333333333,0.184242593700081
"spring-cloud-samples_customers-stores","SUCCESS","FAILURE",2,2,1,3,52.2926666666667,0.180577776410424,0.114666666666667,0.00404145188432739
"spring-cloud_spring-cloud-aws","SUCCESS","SUCCESS",538,96,0,3,163.666666666667,1.15470053837925,131.935,1.04934312786616
"spring-cloud_spring-cloud-bus","SUCCESS","SUCCESS",45,7,0,3,12.0886666666667,0.343559795862865,6.611,0.128136645812196
"spring-cloud_spring-cloud-config","SUCCESS","FAILURE",271,44,11,3,65.6666666666667,0.577350269189626,50.5203333333333,0.601006932849637
"spring-cloud_spring-cloud-consul","SUCCESS","FAILURE",95,52,67,3,173,1,41.7866666666667,0.213799750545534
"spring-cloud_spring-cloud-function","SUCCESS","SUCCESS",168,38,0,3,164.333333333333,9.81495457622364,85.3216666666667,4.70164293979596
"spring-cloud_spring-cloud-gateway","SUCCESS","SUCCESS",21,2,0,3,11.5123333333333,2.88632193861553,3.17333333333333,2.84732617262816
"spring-cloud_spring-cloud-netflix","FAILURE","FAILURE",0,0,0,3,5.88,0.117222011584855,0,0
"spring-cloud_spring-cloud-security","SUCCESS","SUCCESS",13,5,0,3,18.904,0.307478454529745,11.3633333333333,0.199923318633254
"spring-cloud_spring-cloud-sleuth","SUCCESS","FAILURE",418,106,12,3,340.666666666667,1.52752523165195,62.9253333333333,0.726281166858513
"spring-cloud_spring-cloud-zookeeper","SUCCESS","FAILURE",66,25,1,3,114.666666666667,0.577350269189626,106.524,0.526019961598411
"spring-guides_tut-bookmarks","SUCCESS","SUCCESS",5,2,0,3,19.4593333333333,0.195228925452488,0.904333333333333,0.00750555349946514
"spring-io_initializr","SUCCESS","FAILURE",434,45,1,3,27.639,0.0485077313425404,6.262,0.169103518591422
"spring-projects_eclipse-integration-gradle","?","?",0,0,0,3,0,0,0,0
"spring-projects_spring-amqp-samples","?","?",0,0,0,3,0,0,0,0
"spring-projects_spring-boot","FAILURE","FAILURE",242,25,0,3,36.5466666666667,0.185974012521463,5.15966666666667,0.0500033332222293
"spring-projects_spring-data-commons","SUCCESS","SUCCESS",2019,172,0,3,23.2316666666667,0.100380941086111,11.2846666666667,0.0714726054746354
"spring-projects_spring-data-redis","FAILURE","FAILURE",0,0,0,3,13.4226666666667,0.255010457301918,0,0
"spring-projects_spring-ide","?","?",0,0,0,3,0,0,0,0
"spring-projects_spring-mvc-showcase","SUCCESS","SUCCESS",81,17,0,3,15.191,0.0746257328272221,12.1726666666667,0.0291947483861954
"spring-projects_spring-retry","SUCCESS","SUCCESS",242,48,0,3,8.977,0.033955853692699,7.49533333333333,0.090162815691022
"spring-projects_spring-security-oauth","SUCCESS","FAILURE",718,116,31,3,22.408,0.174897112611957,12.3263333333333,0.311291396176211
"spullara_mustache.java","SUCCESS","SUCCESS",207,37,0,3,726,0,533.676333333333,0.119558911559592
"sqshq_PiggyMetrics","SUCCESS","FAILURE",58,23,28,3,64.3333333333333,4.16333199893227,0.728333333333333,0.0820325138791525
"square_keywhiz","FAILURE","FAILURE",0,0,0,3,0.649,0.038,0,0
"stanfordnlp_CoreNLP","SUCCESS","FAILURE",1175,162,2,3,44.9316666666667,0.49987031651553,24.5926666666667,0.482502158889827
"stefanbirkner_system-rules","SUCCESS","SUCCESS",231,16,0,3,7.069,0.0941222609163212,1.79833333333333,0.0102143689640296
"Steveice10_MCProtocolLib","SUCCESS","SUCCESS",7,3,0,3,4.14233333333333,0.0275922694487667,0.360666666666667,0.0196044212700435
"st-js_st-js","?","?",0,0,0,3,0,0,0,0
"stoicflame_enunciate","FAILURE","FAILURE",0,0,0,3,1.268,0.0747462373634954,0,0
"stormpath_stormpath-sdk-java","SUCCESS","FAILURE",622,1,0,3,38.8213333333333,0.508374206007084,7.51466666666667,0.223674614861261
"strapdata_elassandra","SUCCESS","FAILURE",2993,534,1,3,785.333333333333,14.2243921955679,625.249333333333,14.4400876151549
"Stratio_cassandra-lucene-index","SUCCESS","SUCCESS",1326,75,0,3,16.986,0.124831886952012,9.33166666666667,0.0830321222981399
"Stratio_ingestion","SUCCESS","SUCCESS",162,34,0,3,39.4616666666667,0.204492868661313,27.2926666666667,0.164043693366531
"stripe_stripe-java","SUCCESS","FAILURE",302,46,4,3,291.333333333333,17.8978583448784,290.164333333333,17.8872596093793
"structr_structr","SUCCESS","FAILURE",229,17,1,3,1190.66666666667,11.9303534454489,961.145666666667,15.0109561765177
"sunysen_naivechain","SUCCESS","SUCCESS",0,1,0,3,1.00233333333333,0.0306648550189518,0,0
"Swagger2Markup_spring-swagger2markup-demo","SUCCESS","SUCCESS",2,1,0,3,23.5476666666667,3.99743134191612,0.327333333333333,0.0313421973277773
"swagger-api_swagger-core","SUCCESS","SUCCESS",293,4,0,3,31.4643333333333,0.300386972642511,4.54566666666667,0.0577436865235788
"swagger-api_swagger-parser","SUCCESS","SUCCESS",66,3,0,3,21.4053333333333,0.268712361705474,1.99333333333333,0.030369941279715
"swagger-api_swagger-socket","SUCCESS","SUCCESS",22,5,0,3,33.2683333333333,0.48326631719305,2.07766666666667,0.0370720020140988
"szerhusenBC_jwt-spring-security-demo","SUCCESS","SUCCESS",2,2,0,3,11.3146666666667,0.219727861986898,0.266333333333333,0.00808290376865477
"tabulapdf_tabula-java","SUCCESS","SUCCESS",186,15,0,3,142,2.64575131106459,140.655333333333,2.43187917737157
"takari_polyglot-maven","SUCCESS","SUCCESS",157,29,0,3,31.9986666666667,0.349102181794005,18.328,0.0105356537528496
"talios_clojure-maven-plugin","SUCCESS","SUCCESS",3,2,0,3,4.497,0.0417971290880128,0.217666666666667,0.00907377172587746
"tamingtext_book","SUCCESS","FAILURE",22,22,18,3,73,0,55.6853333333333,0.0306648550189552
"tatsuhiro-t_argparse4j","SUCCESS","SUCCESS",157,25,0,3,3.11733333333333,0.047258156262526,0.424,0.0180831413200251
"taweili_ardublock","FAILURE","FAILURE",0,0,0,3,0.27,0.00458257569495584,0,0
"tbroyer_gwt-maven-archetypes","SUCCESS","SUCCESS",0,0,0,3,0.69,0.021,0,0
"tdunning_MiA","SUCCESS","SUCCESS",0,0,0,3,0.750333333333333,0.0347898452617044,0,0
"tdunning_t-digest","SUCCESS","FAILURE",121,15,1,3,284,1,281.564,0.604359992057759
"teaey_spring-boot-starter-dubbo","SUCCESS","SUCCESS",0,0,0,3,0.915,0.00916515138991169,0,0
"teamed_qulice","SUCCESS","SUCCESS",149,16,0,3,34.385,0.580548016963285,27.3,0.830504063807036
"Tesco_mewbase","SUCCESS","SUCCESS",227,16,0,3,30.745,0.166303938618421,24.002,0.0947259204230805
"TheHolyWaffle_TeamSpeak-3-Java-API","SUCCESS","SUCCESS",0,0,0,3,2.10266666666667,0.033261589458914,0,0
"thelinmichael_spotify-web-api-java","SUCCESS","SUCCESS",115,31,0,3,2.30666666666667,0.00568624070307738,0.788,0.00754983443527076
"threerings_getdown","SUCCESS","SUCCESS",20,7,0,3,1.84666666666667,0.0205020324195758,0.21,0.004
"ThreeTen_threetenbp","SUCCESS","SUCCESS",17779,1,0,3,9.473,0.142727012159577,4.33866666666667,0.0587310253046323
"ThreeTen_threeten-extra","SUCCESS","SUCCESS",10605,1,0,3,8.62633333333333,0.16517061885618,2.50833333333333,0.128997415994792
"thymeleaf_thymeleafexamples-petclinic","SUCCESS","SUCCESS",31,4,0,3,6.25833333333333,1.06830769600024,3.035,0.0969484399049312
"timmolter_Sundial","SUCCESS","FAILURE",8,5,1,3,2.26666666666667,0.036115555282085,0.217,0.00888819441731559
"timmolter_XChange","SUCCESS","SUCCESS",599,247,0,3,103,21.6564078277077,82.4633333333334,21.9745383872639
"timmolter_XChart","SUCCESS","SUCCESS",2,1,0,3,2.733,0.053113086899558,0.0146666666666667,0.000577350269189625
"tinyMediaManager_tinyMediaManager","SUCCESS","SUCCESS",0,0,0,3,1.45733333333333,0.0135769412362776,0,0
"tkohout_OSTRAJava","SUCCESS","SUCCESS",0,0,0,3,0.620333333333333,0.0130128141972954,0,0
"tobiasflohre_movie-database","SUCCESS","SUCCESS",3,2,0,3,2.70133333333333,0.074056284900968,0.557666666666667,0.0420277685980749
"tomighty_tomighty","SUCCESS","SUCCESS",62,17,0,3,6.29433333333333,0.0900684924562044,4.51333333333333,0.0300887575903921
"tomoya92_pybbs","SUCCESS","FAILURE",1,1,1,3,5.71033333333333,0.159725806723063,0.017,0.000999999999999999
"torquebox_jruby-maven-plugins","FAILURE","FAILURE",13,2,0,3,14.9323333333333,0.102001633973841,5.24833333333333,0.103558357139023
"trautonen_coveralls-maven-plugin","SUCCESS","SUCCESS",196,41,0,3,7.09666666666667,0.33241139170211,2.10333333333333,0.236983825045789
"treygrainger_solr-in-action","SUCCESS","SUCCESS",0,0,0,3,1.01233333333333,0.0460036230457269,0,0
"trystan_AsciiPanel","SUCCESS","SUCCESS",28,1,0,3,2.513,0.0610982814815604,0.505666666666667,0.0266333124739176
"ttrelle_spring-data-examples","SUCCESS","FAILURE",34,10,21,3,675.666666666667,0.577350269189626,184.462,0.299210628153495
"tuenti_SmsRadar","FAILURE","FAILURE",16,4,0,3,3.78233333333333,0.027646579052992,1.71333333333333,0.0255016339345802
"tulskiy_jkeymaster","SUCCESS","SUCCESS",1,1,0,3,1.45166666666667,0.0308922859842605,0.00633333333333333,0.000577350269189626
"tumblr_jumblr","SUCCESS","SUCCESS",103,15,0,3,1.53633333333333,0.00321455025366434,0.329666666666667,0.0205993527406405
"twilio_twilio-java","SUCCESS","SUCCESS",930,160,0,3,169.666666666667,2.3094010767585,160.365666666667,2.69721195558179
"twitter_ambrose","SUCCESS","SUCCESS",18,10,0,3,6.52,0.0665507325278993,2.43033333333333,0.0590282418282411
"twitter_elephant-bird","FAILURE","FAILURE",0,0,0,3,1.31233333333333,0.02259055849981,0,0
"twitter_GraphJet","SUCCESS","SUCCESS",105,39,0,3,115.333333333333,3.21455025366432,92.812,3.23110275293127
"twitter_hbc","SUCCESS","SUCCESS",111,16,0,3,2.644,0.0808517161227885,1.03433333333333,0.0378461799040977
"twitter_hraven","SUCCESS","SUCCESS",136,41,0,3,231.666666666667,0.577350269189626,212.452333333333,0.344479801052794
"twitter_joauth","FAILURE","FAILURE",0,0,0,3,1.908,0.0135277492584688,0,0
"twitter_nodes","SUCCESS","SUCCESS",0,0,0,3,4.43966666666667,0.0292973263854115,0,0
"ua-parser_uap-java","SUCCESS","FAILURE",35,5,26,3,1.25166666666667,0.0234378611083292,0.0786666666666667,0.0030550504633039
"uber_chaperone","SUCCESS","FAILURE",26,14,2,3,1784.66666666667,1.15470053837925,1759.27966666667,0.0685006082697777
"uber_tchannel-java","FAILURE","FAILURE",0,0,0,3,0.64,0.00818535277187246,0,0
"uber_uReplicator","FAILURE","FAILURE",0,0,0,3,2.69833333333333,0.367501473919947,0,0
"UglyTroLL_Douban-Java-SDK-OAuth2","SUCCESS","FAILURE",72,8,52,3,37.4033333333333,4.82232768829881,36.3063333333333,4.85554428806219
"ui4j_ui4j","SUCCESS","?",0,0,0,3,0,0,0,0
"urbanairship_datacube","SUCCESS","SUCCESS",36,19,0,3,504.666666666667,5.03322295684717,409.733333333333,3.22810739185265
"USCDataScience_sparkler","SUCCESS","SUCCESS",9,3,0,3,40.414,0.675833559391661,30.528,0.63269502922024
"usc-isi-i2_Web-Karma","SUCCESS","SUCCESS",43,17,0,3,37.385,1.9869229980047,27.149,2.135600383967
"vaadin_dashboard-demo","SUCCESS","SUCCESS",0,0,0,3,3.96333333333333,0.162142941053051,0,0
"vaadin_framework","FAILURE","FAILURE",3308,484,0,3,208,2,43.2536666666667,3.29399913985012
"vaadin_spring","SUCCESS","SUCCESS",56,14,0,3,15.4163333333333,0.388372673257701,1.18766666666667,0.0281128677536345
"vavr-io_vavr","SUCCESS","SUCCESS",15072,139,0,3,135,1.73205080756888,439.966333333333,31.3332115228129
"vbauer_caesar","SUCCESS","SUCCESS",53,12,0,3,4.04766666666667,0.045654499595695,1.37233333333333,0.0258907963055085
"vbauer_jackdaw","SUCCESS","SUCCESS",29,12,0,3,7.16,0.0972471079261488,0.096,0.00700000000000001
"vdurmont_emoji-java","SUCCESS","SUCCESS",58,3,0,3,1.26533333333333,0.0213853532431273,0.144333333333333,0.00208166599946613
"venusdrogon_feilong-core","?","?",0,0,0,3,0,0,0,0
"veraPDF_veraPDF-library","SUCCESS","SUCCESS",257,29,0,3,7.66433333333333,0.0328684245642128,2.04033333333333,0.0195021366350799
"vert-x3_vertx-examples","SUCCESS","SUCCESS",9,5,0,3,9.70933333333333,0.119938873320259,1.176,0.0459020696701139
"vinumeris_lighthouse","FAILURE","FAILURE",0,0,0,3,0.287666666666667,0.0298384539367128,0,0
"viritin_viritin","SUCCESS","SUCCESS",47,21,0,3,11.3016666666667,0.0664554988946236,1.85,0.212985915027262
"vitalidze_chromecast-java-api-v2","SUCCESS","SUCCESS",21,6,0,3,5.98466666666667,0.091418451820917,1.924,0.0320780298646909
"vladimir-bukhtoyarov_bucket4j","SUCCESS","SUCCESS",110,10,0,3,176.666666666667,0.577350269189626,173.815,0.509415351162486
"vladmihalcea_hibernate-master-class","FAILURE","FAILURE",0,0,0,3,0.330333333333333,0.0151437555888007,0,0
"vladmihalcea_high-performance-java-persistence","SUCCESS","?",40,7,40,3,0,0,96.579,0.0345976877840112
"vmware_admiral","FAILURE","FAILURE",206,46,4,1,678,NA,395.571,NA
"vmware_admiral","FAILURE","FAILURE",206,46,5,1,700,NA,414.411,NA
"vmware_admiral","FAILURE","FAILURE",206,46,6,1,735,NA,439.092,NA
"vmware_xenon","FAILURE","FAILURE",713,82,1,1,401,NA,373.935,NA
"vmware_xenon","FAILURE","FAILURE",713,82,3,1,476,NA,449.688,NA
"vmware_xenon","FAILURE","FAILURE",713,82,10,1,1047,NA,1019.507,NA
"vmware_xenon","FAILURE","FAILURE",713,82,11,1,919,NA,891.608,NA
"vonzhou_SpringInAction3","SUCCESS","FAILURE",8,4,6,3,7.18233333333333,0.119223879039953,1.301,0.0127671453348037
"vulnersCom_burp-vulners-scanner","SUCCESS","SUCCESS",0,0,0,3,0.768,0.0207846096908265,0,0
"walkmod_walkmod-core","SUCCESS","SUCCESS",141,10,0,3,141,138.56406460551,139.991,138.697451205853
"webfolderio_ui4j","SUCCESS","?",0,0,0,3,0,0,0,0
"WebGoat_WebGoat-Legacy","SUCCESS","SUCCESS",0,0,0,3,3.23,0.133135269556944,0,0
"Wechat-Group_weixin-java-tools-springmvc","SUCCESS","SUCCESS",0,0,0,3,1.60833333333333,0.0192959408512083,0,0
"weld_core","FAILURE","FAILURE",1349,601,0,3,67,0,33.724,0.0665056388586727
"wildfly_quickstart","FAILURE","FAILURE",85,18,0,3,36.4443333333333,0.358025604298539,18.5926666666667,0.0996811583667324
"wildfly-swarm-archive_ARCHIVE-wildfly-swarm","FAILURE","FAILURE",152,100,85,3,140,2.64575131106459,81.977,2.82637948619783
"wildfly-swarm_wildfly-swarm","SUCCESS","FAILURE",356,169,13,3,2157,75.3458691634784,126.452666666667,2.57640181907504
"wildfly_wildfly","FAILURE","FAILURE",989,199,0,3,278.333333333333,2.08166599946613,190.517,0.910580034922829
"willowtreeapps_OAK","FAILURE","FAILURE",0,0,0,3,1.436,0.0350856095856977,0,0
"winder_Universal-G-Code-Sender","SUCCESS","SUCCESS",143,19,0,3,21.6856666666667,0.144583309317962,12.255,0.0165227116418583
"windy1_google-places-api-java","SUCCESS","FAILURE",1,1,1,3,1.776,0.00781024967590669,0.313,0.013076696830622
"winterbe_github-matrix","SUCCESS","FAILURE",2,2,2,3,4.21966666666667,0.179900898645152,2.75866666666667,0.218852309408271
"winterstein_Eclipse-Markdown-Editor-Plugin","SUCCESS","SUCCESS",0,0,0,3,21.729,1.53845019418894,0,0
"wks_ik-analyzer","SUCCESS","FAILURE",4,3,1,3,2.035,0.0249799919935936,0.222,0.011
"woorea_openstack-java-sdk","SUCCESS","SUCCESS",12,3,0,3,2.50233333333333,0.0755932095715834,0.322666666666667,0.0030550504633039
"wso2_msf4j","SUCCESS","SUCCESS",264,3,0,3,181,4.35889894354067,39.674,0.22363139314506
"wso2_product-apim","SUCCESS","SUCCESS",0,1,0,3,17.6753333333333,9.92649798938847,0.243666666666667,0.00611010092660779
"wucao_JDeploy","SUCCESS","SUCCESS",0,0,0,3,0.812666666666667,0.0275015151097777,0,0
"xiaolongzuo_niubi-job","SUCCESS","FAILURE",45,13,3,3,4.841,0.0338673884437522,0.781,0.0453100430368367
"XiaoMi_linden","SUCCESS","SUCCESS",118,26,0,3,31.2426666666667,0.49643764294555,16.9013333333333,0.249608359902738
"xiaowei1118_java_server","SUCCESS","SUCCESS",0,0,0,3,2.84933333333333,0.0731049473930003,0,0
"xiaoyao1991_presto-ethereum","SUCCESS","SUCCESS",0,0,0,3,0.890666666666667,0.0230289672658879,0,0
"xmlunit_xmlunit","SUCCESS","FAILURE",400,30,74,3,3.906,0.0402864741569675,1.58866666666667,0.0329292170167062
"xvitcoder_spring-mvc-angularjs","SUCCESS","SUCCESS",0,0,0,3,0.723,0.00264575131106459,0,0
"yacy_yacy_search_server","FAILURE","FAILURE",0,0,0,3,0.157666666666667,0.0269505720409295,0,0
"yago-naga_aida","SUCCESS","SUCCESS",49,27,0,3,56.9683333333333,0.246287095344709,47.1166666666667,0.259095220591441
"YahooArchive_samoa","SUCCESS","SUCCESS",44,10,0,3,46.6143333333333,0.325859376623312,42.153,0.296352830254754
"yahoo_egads","SUCCESS","SUCCESS",21,1,0,3,6.83166666666667,0.0410528115155751,3.209,0.0667008245826091
"yahoo_FEL","SUCCESS","SUCCESS",0,0,0,3,1.025,0.023302360395462,0,0
"yahoo_mysql_perf_analyzer","SUCCESS","SUCCESS",1,1,0,3,4.57133333333333,0.127020995639829,0.003,0
"yahoo_samoa","SUCCESS","SUCCESS",44,10,0,3,47.1693333333333,0.421139327697297,42.672,0.490890008046612
"yahoo_storm-yarn","SUCCESS","FAILURE",3,3,1,3,32.807,0.297368458313923,27.858,0.134309344425471
"yaphone_itchat4j","SUCCESS","SUCCESS",0,0,0,3,2.33633333333333,0.0153731367434669,0,0
"yasserg_crawler4j","SUCCESS","SUCCESS",18,13,0,3,34.94,0.0997396611183335,28.2946666666667,0.0398036849215402
"yegor256_cactoos","SUCCESS","SUCCESS",304,110,0,3,6.566,0.0219317121994614,8.42266666666667,0.442254828501995
"yegor256_eo","SUCCESS","SUCCESS",33,20,0,3,5.05833333333333,0.109427297021051,1.21533333333333,0.0440037877157562
"yegor256_rultor","SUCCESS","SUCCESS",142,66,0,3,16.6403333333333,0.115768447054166,138.464,0.366370031525482
"yegor256_s3auth","FAILURE","FAILURE",0,0,0,3,0.737,0.00529150262212919,0,0
"yegor256_takes","SUCCESS","SUCCESS",419,148,0,3,11.4243333333333,0.302022074248445,63.4446666666667,2.56189116344416
"yegor256_xembly","SUCCESS","SUCCESS",59,16,0,3,5.57,0.0156204993518136,9.836,0.222573583338185
"youzan_bugCatcher","SUCCESS","SUCCESS",0,0,0,3,1.05133333333333,0.00550757054728605,0,0
"ysc_HtmlExtractor","SUCCESS","SUCCESS",3,3,1,3,13.4663333333333,0.365929410314795,10.5586666666667,0.505348724479772
"ysc_QuestionAnsweringSystem","SUCCESS","SUCCESS",0,0,0,3,2.269,0.0542494239600752,0,0
"ysc_word","SUCCESS","SUCCESS",43,13,0,3,31.2886666666667,0.83543062748102,27.3586666666667,0.757998900614853
"zalando_bigbash","SUCCESS","SUCCESS",16,9,0,3,4.20866666666667,0.0661236215987401,0.399666666666667,0.0107857931249089
"zalando_zalenium","SUCCESS","FAILURE",55,7,2,3,24.611,0.892482492825489,22.398,0.893644784016558
"zeromq_jeromq","SUCCESS","SUCCESS",91,45,0,3,33.587,0.144696233537709,29.5453333333333,0.0620832774048963
"zeromq_jzmq","SUCCESS","FAILURE",40,1,33,3,3.297,0.031224989991992,0.603,0.0137477270848675
"zhangxd1989_spring-boot-cloud","SUCCESS","FAILURE",4,2,1,3,22.3313333333333,0.542919269627938,3.39966666666667,0.0794313120459013
"ziwenxie_leafer","SUCCESS","SUCCESS",0,0,0,3,1.12633333333333,0.0142243921955678,0,0
"zouzg_mybatis-generator-gui","SUCCESS","SUCCESS",9,2,0,3,1.45066666666667,0.010598742063723,0.272,0.0113578166916006
