name,compiled,tested,tests,suites,failures,runs,mvn_time_avg,mvn_time_sd,xml_time_avg,xml_time_sd,perc_failures,timecost_group,below_threshold
3breadt_dd-plist,FAILURE,FAILURE,71,6,0,3,6.37766666666667,0.131948222168142,0.261333333333333,0.0202566861389847,0.00,short,T
4pr0n_ripme,SUCCESS,FAILURE,54,9,21,3,296.666666666667,17.5594229214212,295.691,17.4627854593704,38.89,medium,F
4thline_cling,FAILURE,FAILURE,340,1,0,3,87.6666666666667,9.81495457622364,55.3486666666667,0.673587658240065,0.00,short,T
794147572_cloud,FAILURE,FAILURE,4,2,4,3,21.782,2.87171534104619,13.5236666666667,0.155519559327222,100.00,short,F
abel533_guns,SUCCESS,FAILURE,11,5,11,3,1216.66666666667,0.577350269189626,1203.98166666667,0.052367292591223,100.00,long,F
abel533_MyBatis-Spring-Boot,SUCCESS,FAILURE,4,2,4,3,6.47933333333333,0.0521759842584049,4.25933333333333,0.0849490043104294,100.00,short,F
absolutegalaber_jwt-oauth2-example,SUCCESS,SUCCESS,3,2,0,3,13.1083333333333,0.0995205171476384,0.372333333333333,0.0207926268983343,0.00,short,T
abstractj_kalium,SUCCESS,FAILURE,109,16,79,3,1.35366666666667,0.0725695069111905,0.247666666666667,0.0540030863315546,72.48,short,F
ActiveJpa_activejpa,SUCCESS,SUCCESS,13,2,0,3,41.096,2.11680136054378,7.91166666666667,0.150440464414776,0.00,short,T
AdamBien_afterburner.fx,SUCCESS,FAILURE,46,8,1,3,3.298,0.256275242659138,1.05066666666667,0.314884634959112,2.17,short,T
adamheinrich_native-utils,SUCCESS,SUCCESS,4,1,0,3,1.09133333333333,0.0505997364947025,0.0513333333333333,0.00115470053837925,0.00,short,T
adyliu_zkclient,SUCCESS,SUCCESS,19,2,0,3,11.739,0.302793659114586,7.23766666666667,0.30700217154498,0.00,short,T
aerogear_aerogear-otp-java,SUCCESS,SUCCESS,21,4,0,3,4.62066666666667,0.821389270281353,0.437,0.00200000000000006,0.00,short,T
aggregateknowledge_java-hll,SUCCESS,FAILURE,35,1,0,3,14.532,0.883845574747083,10.512,0.177459854615066,0.00,short,T
aharin_inproctester,FAILURE,FAILURE,12,5,0,3,18.14,3.68682234451295,2.51633333333333,0.0219393102292053,0.00,short,T
alibaba_asyncload,SUCCESS,FAILURE,59,19,5,3,47.2726666666667,0.564142121573399,45.8846666666667,0.00907377172588321,8.47,short,T
alibaba_tac,SUCCESS,?,29,11,28,3,0,0,0.022,0.002,96.55,short,F
alibaba_TProfiler,SUCCESS,SUCCESS,3,2,0,3,2.75566666666667,0.041956326499508,0.0366666666666667,0.000577350269189626,0.00,short,T
alibaba_velocity-spring-boot-project,FAILURE,FAILURE,12,9,0,3,6.576,0.0377226722277202,3.76133333333333,0.0266520793435204,0.00,short,T
allbegray_slack-api,SUCCESS,FAILURE,23,10,6,3,4.54833333333333,0.451043604691757,3.16,0.439331310061097,26.09,short,F
Anchormen_sql4es,SUCCESS,FAILURE,14,14,14,3,2.613,0.0566656862660288,0.914,0.0582837884835912,100.00,short,F
andresoviedo_google-drive-ftp-adapter,SUCCESS,SUCCESS,2,1,0,3,3.356,0.0565597029695172,0.0493333333333333,0.0023094010767585,0.00,short,T
andrew-hoffman_halfnes,SUCCESS,SUCCESS,2,1,0,3,10.2606666666667,0.597941747441449,1.72866666666667,0.431103622500824,0.00,short,T
andygibson_datafactory,SUCCESS,SUCCESS,23,1,0,3,6.37133333333333,0.321310338043041,5.347,0.341896183073166,0.00,short,T
angelozerr_angularjs-eclipse,SUCCESS,SUCCESS,5,1,0,3,75.3333333333333,6.65832811847939,0.00266666666666667,0.000577350269189626,0.00,short,T
angelozerr_tern.java,SUCCESS,SUCCESS,95,28,0,3,102.666666666667,0.577350269189626,19.5156666666667,0.41944526857903,0.00,short,T
angusws_tcx2nikeplus,SUCCESS,FAILURE,19,8,16,3,5.59666666666667,0.194242974990946,4.20866666666667,0.195433705724814,84.21,short,F
antlr_antlr3,SUCCESS,FAILURE,984,37,336,3,66.6666666666667,0.577350269189626,62.9713333333333,0.231968388650967,34.15,medium,F
apssouza22_java-microservice,SUCCESS,SUCCESS,10,3,0,3,8.72433333333333,0.171342736447547,0.383666666666667,0.0151437555888007,0.00,short,T
ArcBees_GWTP,SUCCESS,FAILURE,191,41,4,3,24.5923333333333,8.14728889467738,1.81533333333333,0.0172433562085034,2.09,short,T
Aresyi_HowTomcatWorks,FAILURE,FAILURE,3,3,0,3,3.44266666666667,1.60872444294644,0.0323333333333333,0.000577350269189626,0.00,short,T
arocketman_Spring-oauth2-jpa-example,SUCCESS,SUCCESS,1,1,0,3,10.1356666666667,0.0695293702929446,7.13833333333333,0.105836351662996,0.00,short,T
ATLauncher_ATLauncher,SUCCESS,SUCCESS,1,1,0,3,4.05866666666667,0.1098286544274,0.037,0.00435889894354067,0.00,short,T
AxonFramework_AxonBank,SUCCESS,SUCCESS,14,3,0,3,4.023,0.855942170943809,0.664333333333333,0.0151437555888007,0.00,short,T
baidu_uid-generator,SUCCESS,FAILURE,4,2,4,3,2.71866666666667,0.103732026555608,1.366,0.0370405183549043,100.00,short,F
basho_riak-java-client,SUCCESS,SUCCESS,367,59,0,3,59.0506666666667,0.464948742694649,46.6013333333333,0.61807146296632,0.00,short,T
bazaarvoice_jolt,SUCCESS,SUCCESS,19,3,0,3,39.647,0.157848028179005,1.104,0.0137477270848675,0.00,short,T
benas_jql,SUCCESS,SUCCESS,1,1,0,3,11.7176666666667,0.0528141395209027,0.691666666666667,0.0398036849215413,0.00,short,T
benas_unix-stream,SUCCESS,SUCCESS,117,33,0,3,3.71866666666667,0.0682959247198055,0.975,0.0242487113059642,0.00,short,T
bennidi_mbassador,SUCCESS,FAILURE,86,16,0,3,71.3333333333333,1.52752523165195,66.7716666666667,1.52449477970026,0.00,medium,T
bfwg_springboot-jwt-starter,SUCCESS,SUCCESS,21,4,0,3,9.98766666666667,0.228460791676238,0.797666666666667,0.0393234450847498,0.00,short,T
biezhi_30-seconds-of-java8,SUCCESS,FAILURE,86,1,1,3,1.61633333333333,0.0626604606856136,0.275,0.00435889894354068,1.16,short,T
biezhi_java-library-examples,SUCCESS,SUCCESS,6,1,0,3,11.8683333333333,0.119692661986161,0.54,0.00346410161513776,0.00,short,T
biezhi_oh-my-email,SUCCESS,FAILURE,6,1,6,3,18.0626666666667,0.270867741404055,16.989,0.2397144134173,100.00,short,F
bijukunjummen_spring-cloud-ping-pong-sample,SUCCESS,SUCCESS,1,1,0,3,9.34833333333333,0.135647828339909,0.0306666666666667,0.000577350269189626,0.00,short,T
bitletorg_bitlet,SUCCESS,SUCCESS,4,2,0,3,1.13366666666667,0.0378989885529064,0.08,0.00556776436283002,0.00,short,T
blockchain_api-v1-client-java,SUCCESS,FAILURE,6,2,4,3,4.47166666666667,0.580335535128888,2.88566666666667,0.549940299790198,66.67,short,F
blockchain_thunder,SUCCESS,SUCCESS,46,16,0,3,22.6493333333333,0.360280908921543,12.454,0.390061533607199,0.00,short,T
bluejoe2008_openwebflow,SUCCESS,FAILURE,55,3,44,3,73,0,71.8623333333333,0.132824445541223,80.00,medium,F
bmwcarit_barefoot,SUCCESS,FAILURE,38,12,4,3,3.90066666666667,0.110500377073263,0.895333333333333,0.0260256283945908,10.53,short,F
bouncestorage_chaos-http-proxy,SUCCESS,SUCCESS,19,2,0,3,92.6666666666667,1.15470053837925,86.811,0.011357816691601,0.00,medium,T
boundary_fasttuple,SUCCESS,FAILURE,18,5,0,3,3.02433333333333,0.065309519469472,0.515666666666667,0.00850490054811539,0.00,short,T
branflake2267_GWT-Maps-V3-Api,SUCCESS,SUCCESS,1,1,0,3,200.666666666667,2.88675134594813,11.3036666666667,0.115474383883757,0.00,short,T
brettwooldridge_SansOrm,SUCCESS,SUCCESS,85,10,0,3,18.5846666666667,0.0662293993127921,6.07533333333333,0.0282901631902922,0.00,short,T
brettwooldridge_SparseBitSet,SUCCESS,SUCCESS,48,3,0,3,9.32166666666667,0.155030104603375,6.33333333333333,0.147327300027298,0.00,short,T
brianway_webporter,SUCCESS,SUCCESS,17,10,0,3,8.35566666666667,0.237573848167961,0.638666666666667,0.0148436293854749,0.00,short,T
brsanthu_google-analytics-java,SUCCESS,FAILURE,19,10,1,3,9.17333333333333,0.269052659034125,6.381,0.258371825089347,5.26,short,T
bz51_SpringBoot-Dubbo-Docker-Jenkins,FAILURE,FAILURE,35,9,35,3,24.392,0.452408001697583,0.104333333333333,0.00152752523165194,100.00,short,F
cagataygurturk_lambadaframework,SUCCESS,SUCCESS,97,17,0,3,9.56233333333333,0.342872182209833,2.72066666666667,0.201100306646542,0.00,short,T
callicoder_spring-boot-file-upload-download-rest-api-example,SUCCESS,SUCCESS,1,1,0,3,5.051,0.0545068802996466,2.31166666666667,0.0446131520219468,0.00,short,T
callicoder_spring-boot-mysql-rest-api-tutorial,SUCCESS,FAILURE,1,1,1,3,25.379,0.0407308237088325,23.3326666666667,0.0755005518743626,100.00,short,F
cardillo_joinery,SUCCESS,SUCCESS,232,20,0,3,33.7756666666667,1.13869852609606,4.99566666666667,0.0356978057215457,0.00,short,T
carrotsearch_smartsprites,SUCCESS,SUCCESS,145,10,0,3,2.719,0.0314324672910035,0.732666666666667,0.0232450711621482,0.00,short,T
CeON_CERMINE,SUCCESS,SUCCESS,132,46,0,3,325,2.64575131106459,306.077666666667,2.93310864669786,0.00,long,T
cescoffier_vertx-microservices-workshop,SUCCESS,SUCCESS,2,2,0,3,19.2626666666667,0.450009259164001,2.29966666666667,0.0358375966456086,0.00,short,T
chenerzhu_proxy-pool,SUCCESS,FAILURE,6,1,6,3,67.3333333333333,0.577350269189626,65.4116666666667,0.364393102752137,100.00,medium,F
chengdedeng_perseus,SUCCESS,FAILURE,13,3,3,3,3.781,0.132578278763906,2.46233333333333,0.105377100611724,23.08,short,F
childe_hangout,SUCCESS,FAILURE,7,1,1,3,3.19133333333333,0.0699237680144122,0.58,0.0219317121994613,14.29,short,F
Cloudslab_cloudsim,SUCCESS,SUCCESS,129,25,0,3,11.7496666666667,0.157722329850067,1.15133333333333,0.0993294182673659,0.00,short,T
Coding_WebIDE-Backend,FAILURE,FAILURE,120,6,1,3,14.7696666666667,0.102578425281993,8.791,0.0866948672067732,0.83,short,T
CoreMedia_jangaroo-tools,SUCCESS,SUCCESS,144,20,0,3,63.8693333333333,39.0852642479661,10.578,0.228744398838528,0.00,short,T
creactiviti_piper,SUCCESS,SUCCESS,78,15,0,3,20.8423333333333,3.70473404353583,12.466,0.593647201627365,0.00,short,T
crossoverJie_distributed-redis-tool,SUCCESS,SUCCESS,23,6,0,3,5.465,0.0828673639015988,1.30833333333333,0.0256969518296106,0.00,short,T
DataReply_kafka-connect-mongodb,SUCCESS,FAILURE,11,4,4,3,123.333333333333,2.3094010767585,122.485333333333,2.31979359714033,36.36,medium,F
deepdsl_deepdsl,SUCCESS,FAILURE,19,8,19,3,2.00033333333333,0.0326241219549787,0.065,0.001,100.00,short,F
dermotte_LIRE,SUCCESS,FAILURE,50,17,26,3,24.714,0.445680378746922,20.336,0.462377551358197,52.00,short,F
DigitalPebble_behemoth,SUCCESS,FAILURE,14,8,3,3,21.5203333333333,0.0256580071972347,6.25233333333333,0.129693227785159,21.43,short,F
dlemmermann_CalendarFX,SUCCESS,SUCCESS,261,27,0,3,43.6073333333333,0.175380538639079,3.36666666666667,0.320557847093678,0.00,short,T
dnmilne_wikipediaminer,SUCCESS,SUCCESS,5,3,0,3,5.386,0.00360555127546384,0.367666666666667,0.0151767365837763,0.00,short,T
documents4j_documents4j,SUCCESS,SUCCESS,134,29,0,3,24.8026666666667,0.205655861412539,15.1436666666667,0.209662427090152,0.00,short,T
droidefense_engine,SUCCESS,FAILURE,174,43,1,3,21.4116666666667,0.184003623152735,6.59833333333333,0.483866028290201,0.57,short,T
eBay_cors-filter,SUCCESS,SUCCESS,74,1,0,3,1.64933333333333,0.0248260615751539,0.0816666666666667,0.00152752523165195,0.00,short,T
FasterXML_jackson-module-jsonSchema,SUCCESS,SUCCESS,46,16,0,3,4.31533333333333,0.766175784877944,0.679333333333333,0.0142945210949277,0.00,short,T
FudanNLP_fnlp,SUCCESS,FAILURE,33,19,2,3,2.14466666666667,0.249744536143102,0.747,0.2815865763846,6.06,short,T
Glamdring_computoser,SUCCESS,SUCCESS,12,3,0,3,32.0623333333333,0.501500083084074,2.27233333333333,0.085541412972509,0.00,short,T
gturri_aXMLRPC,SUCCESS,FAILURE,33,4,0,3,4.91666666666667,0.120964182026472,1.622,0.026,0.00,short,T
gwt-maven-plugin_gwt-maven-plugin,SUCCESS,SUCCESS,6,3,0,3,245,0,1.36333333333333,0.0262741951985848,0.00,short,T
HaraldWalker_user-agent-utils,SUCCESS,FAILURE,259,27,0,3,4.46466666666667,0.862438596848108,0.093,0.003,0.00,short,T
HolgerHees_cloudsync,SUCCESS,SUCCESS,2,1,0,3,25.7856666666667,23.2157248935572,24.3,23.1995228183685,0.00,short,T
HPI-Information-Systems_Metanome,FAILURE,FAILURE,584,116,0,3,93.3333333333333,9.23760430703401,6.09966666666667,0.102441853425899,0.00,short,T
hrldcpr_pcollections,SUCCESS,SUCCESS,31,7,0,3,10.2443333333333,4.32443248685112,9.123,4.37247538586554,0.00,short,T
HuaweiBigData_StreamCQL,SUCCESS,FAILURE,387,112,20,3,3.21433333333333,0.040104031385053,1.33833333333333,0.0410406302745621,5.17,short,T
icnws_spring-data-jpa-demo,SUCCESS,FAILURE,1,1,1,3,4.166,0.0504777178564962,0.0143333333333333,0.0023094010767585,100.00,short,F
ihaolin_wepay,FAILURE,FAILURE,10,1,10,3,1.00866666666667,0.0505206228517953,0.056,0.00871779788708135,100.00,short,F
ikkisoft_SerialKiller,SUCCESS,SUCCESS,18,4,0,3,7.53166666666667,0.0765136153461154,4.829,0.0278747197295333,0.00,short,T
Impetus_Kundera,SUCCESS,?,921,272,392,3,0,0,178.393666666667,0.784400620431544,42.56,medium,F
in28minutes_MockitoTutorialForBeginners,SUCCESS,SUCCESS,41,17,0,3,2.345,0.0725189630372636,1.26233333333333,0.0450814078455113,0.00,short,T
j256_two-factor-auth,SUCCESS,FAILURE,6,1,0,3,3.83733333333333,0.094214294739882,0.465,0.00818535277187243,0.00,short,T
JakeWharton_byteunits,SUCCESS,SUCCESS,15,3,0,3,3.05066666666667,0.0779508392086533,0.075,0.00199999999999999,0.00,short,T
JakeWharton_DiskLruCache,SUCCESS,SUCCESS,61,2,0,3,5.837,2.07522842116236,1.47833333333333,0.161735380586108,0.00,short,T
JakeWharton_flip-tables,SUCCESS,SUCCESS,23,2,0,3,1.31966666666667,0.0158219257150744,0.104666666666667,0.00152752523165195,0.00,short,T
javaor_HelloSSM,SUCCESS,FAILURE,5,2,5,3,2.48166666666667,0.0533041586870419,1.455,0.0553443764080869,100.00,short,F
java-webbee_web-bee,SUCCESS,SUCCESS,8,6,0,3,7.995,0.119662024051075,1.999,0.0498698305591666,0.00,short,T
jawi_ols,FAILURE,FAILURE,452,46,0,3,38.8666666666667,0.620786866270005,9.10766666666667,0.0880018939190128,0.00,short,T
jbellis_jamm,SUCCESS,FAILURE,24,2,3,3,11.84,0.730008219131812,9.94766666666667,0.408186640317064,12.50,short,F
jbox2d_jbox2d,SUCCESS,SUCCESS,5,1,0,3,2.29233333333333,0.0686027210344702,0.076,0.00435889894354068,0.00,short,T
jcabi_jcabi-aspects,SUCCESS,SUCCESS,81,25,0,3,46.149,2.44570255754865,35.148,3.10423243330779,0.00,short,T
jcabi_jcabi-http,SUCCESS,FAILURE,128,26,0,3,10.578,0.389842275798815,27.069,0.540857652252419,0.00,short,T
jcaddel_maven-s3-wagon,SUCCESS,SUCCESS,5,3,0,3,2.499,0.0289309522829788,0.0843333333333333,0.00208166599946613,0.00,short,T
jclagache_spring-data-mybatis,SUCCESS,SUCCESS,7,2,0,3,17.0953333333333,0.191510661147972,15.4436666666667,0.151011037124222,0.00,short,T
j-easy_easy-flows,SUCCESS,SUCCESS,10,6,0,3,2.56566666666667,0.0582265689641193,0.578666666666667,0.0341223289552945,0.00,short,T
je-ge_spring-boot,SUCCESS,?,18,7,2,3,0,0,8.73133333333333,2.03687857599154,11.11,short,F
jenkinsci_scm-sync-configuration-plugin,SUCCESS,SUCCESS,63,11,0,3,96.3333333333333,0.577350269189626,110.507666666667,0.299506816839503,0.00,medium,T
jeremyh_jBCrypt,SUCCESS,SUCCESS,6,1,0,3,18.0886666666667,0.534548719326249,17.1106666666667,0.479358251554444,0.00,short,T
jetty-project_embedded-jetty-jsp,SUCCESS,SUCCESS,1,1,0,3,2.893,0.029444863728671,1.26866666666667,0.0600777274314978,0.00,short,T
jfaster_mango,SUCCESS,SUCCESS,382,146,0,3,17.9426666666667,0.0333066559914584,12.2853333333333,0.0326241219549813,0.00,short,T
jirutka_rsql-parser,SUCCESS,SUCCESS,129,9,0,3,5.694,1.05343295942362,0.672,0.0225166604983954,0.00,short,T
jirutka_validator-collection,SUCCESS,SUCCESS,16,3,0,3,9.051,0.836930702029744,0.565333333333333,0.0159478316185409,0.00,short,T
jkrasnay_sqlbuilder,SUCCESS,SUCCESS,26,14,0,3,1.516,0.071923570545406,0.270666666666667,0.00838649708360606,0.00,short,T
jmacglashan_burlap,SUCCESS,SUCCESS,20,5,0,3,34.8256666666667,0.471671849205922,10.2513333333333,0.258082028303664,0.00,short,T
johncarl81_transfuse,FAILURE,FAILURE,86,29,0,3,33.947,5.47545075770023,7.16466666666667,4.94962395878044,0.00,short,T
jopt-simple_jopt-simple,SUCCESS,SUCCESS,838,128,0,3,4.78466666666667,0.0365558932777377,0.576333333333334,0.00493288286231625,0.00,short,T
jorabin_KeePassJava2,SUCCESS,?,34,13,0,3,0,0,4459.28933333333,226.575346810577,0.00,long,T
kohsuke_file-leak-detector,SUCCESS,SUCCESS,17,5,0,3,3.98233333333333,0.0860484359726157,1.293,0.0153948043183407,0.00,short,T
ksprojects_zkcopy,SUCCESS,FAILURE,7,2,0,3,24.9233333333333,0.0681933525597123,0.863333333333333,0.0196553639837408,0.00,short,T
la-team_light-admin,FAILURE,FAILURE,43,14,0,3,10.261,0.307442677583968,0.21,0.003,0.00,short,T
LearningByExample_reactive-ms-example,SUCCESS,SUCCESS,49,9,0,3,12.352,0.136700402340301,7.81133333333333,0.11662904155198,0.00,short,T
