name,compiled,tested,tests,suites,failures,runs,mvn_time_avg,mvn_time_sd,xml_time_avg,xml_time_sd,perc_failures,timecost_group,below_threshold
LibrePlan_libreplan,FAILURE,FAILURE,153,8,0,3,46.9323333333333,1.44560725417844,0.809666666666667,0.065615038926555,0.00,short,T
LiuJishuai_ssm,SUCCESS,FAILURE,18,5,5,3,4.64633333333333,0.34915660287804,2.51866666666667,0.281365124586067,27.78,short,F
Lovelcp_spring-boot-mybatis-with-redis,SUCCESS,SUCCESS,1,1,0,3,6.47133333333333,0.056862407030773,0.448333333333333,0.00550757054728611,0.00,short,T
Lovnx_micro-service,FAILURE,FAILURE,1,1,0,3,6.51233333333333,0.0975721954930469,0.000333333333333333,0.000577350269189626,0.00,short,T
mbosecke_template-benchmark,SUCCESS,SUCCESS,8,1,0,3,5.635,0.065962110336162,1.16033333333333,0.0587735768295017,0.00,short,T
medallia_Word2VecJava,SUCCESS,SUCCESS,12,2,0,3,13.2663333333333,0.216301487126957,12.0306666666667,0.181387246887241,0.00,short,T
merapar_graphql-spring-boot-starter,SUCCESS,SUCCESS,37,10,0,3,15.0733333333333,0.167249314896455,1.605,0.0544426303552646,0.00,short,T
mesos_storm,SUCCESS,SUCCESS,37,8,0,3,18.2476666666667,0.212549602054046,9.82666666666667,0.0225462487641136,0.00,short,T
michaellavelle_spring-data-dynamodb,SUCCESS,FAILURE,148,8,0,3,2.86733333333333,0.0426184623529912,0.695666666666667,0.0221434715736565,0.00,short,T
MichaelTamm_junit-toolbox,SUCCESS,SUCCESS,42,9,0,3,11.75,0.0723809367167905,10.2273333333333,0.0441059330853949,0.00,short,T
mikaelhg_urlbuilder,FAILURE,FAILURE,69,1,0,3,3.52333333333333,0.018147543451755,0.694,0.0190787840283389,0.00,short,T
mikiobraun_jblas,SUCCESS,SUCCESS,121,14,0,3,5.40633333333333,0.225293882148036,0.151,0.000999999999999987,0.00,short,T
mohamicorp_stash-jenkins-postreceive-webhook,SUCCESS,SUCCESS,70,14,0,3,13.348,6.84428571875839,1.91833333333333,0.0156950098226582,0.00,short,T
mongobee_mongobee,SUCCESS,SUCCESS,41,7,0,3,2.23166666666667,0.0525388744962559,1.07766666666667,0.0398036849215412,0.00,short,T
monkeyk_oauth2-shiro,SUCCESS,FAILURE,7,1,0,3,13.443,0.527670351640113,0.926333333333333,0.100271298651874,0.00,short,T
mploed_ddd-with-spring,FAILURE,FAILURE,2,1,0,3,7.09133333333333,5.76749688628727,0.0483333333333333,0.00152752523165195,0.00,short,T
mraible_jhipster4-demo,SUCCESS,SUCCESS,162,19,0,3,41.8396666666667,0.224145785892428,17.1566666666667,0.194823852064714,0.00,short,T
mrwilson_byte-monkey,SUCCESS,SUCCESS,13,13,0,3,13.369,0.256513157557268,5.16333333333333,0.0416813307529086,0.00,short,T
mslosarz_nextrtc-signaling-server,SUCCESS,SUCCESS,79,21,0,3,11.7006666666667,0.0228546129552294,6.05633333333333,0.0491358660586475,0.00,short,T
mttkay_signpost,SUCCESS,SUCCESS,76,13,0,3,3.25733333333333,0.0385529938310027,1.45666666666667,0.0311822599138249,0.00,short,T
mwanji_toml4j,SUCCESS,FAILURE,385,25,0,3,4.50866666666667,0.0941134067672258,0.529333333333333,0.00808290376865477,0.00,short,T
my2iu_Jinq,SUCCESS,SUCCESS,430,15,0,3,44.0553333333333,0.361572030629214,22.8696666666667,0.378518603681953,0.00,short,T
myabc_markdownj,SUCCESS,SUCCESS,85,10,0,3,1.81866666666667,0.0633587668230162,0.319666666666667,0.0135769412362775,0.00,short,T
NationalSecurityAgency_lemongrenade,SUCCESS,FAILURE,69,16,64,3,152,0,151.013,0.0052915026221437,92.75,medium,F
nativelibs4java_BridJ,SUCCESS,FAILURE,456,45,1,3,48.937,0.318421104828184,22.2056666666667,0.351234015057387,0.22,short,T
nativelibs4java_JNAerator,SUCCESS,SUCCESS,330,17,0,3,63,1,30.0723333333333,0.35420944839647,0.00,short,T
ncjones_editorconfig-eclipse,SUCCESS,SUCCESS,58,6,0,3,18.058,0.270090725497934,0.102333333333333,0.0087368949480541,0.00,short,T
neo4j-contrib_neo4j-elasticsearch,SUCCESS,FAILURE,22,4,12,3,3.995,0.113617780298684,2.58333333333333,0.10288990880224,54.55,short,F
neo4j-examples_movies-java-spring-data-neo4j,SUCCESS,SUCCESS,3,1,0,3,13.53,0.229775977856694,10.0196666666667,0.26422023641904,0.00,short,T
neoremind_fluent-validator,SUCCESS,SUCCESS,96,16,0,3,7.56433333333333,0.0502128801537346,1.08866666666667,0.00750555349946508,0.00,short,T
Netflix_curator,SUCCESS,SUCCESS,44,8,0,3,72,1,64.6096666666667,0.513117270546738,0.00,medium,T
neuland_jade4j,SUCCESS,FAILURE,419,30,8,3,3.46333333333333,0.0483976583455576,1.35666666666667,0.0266895734947815,1.91,short,T
nikfoundas_etcd-viewer,SUCCESS,SUCCESS,19,4,0,3,16.0773333333333,0.158531805431382,12.872,0.0990807751281736,0.00,short,T
Nilhcem_FakeSMTP,SUCCESS,FAILURE,16,5,1,3,2.423,0.0602245796996543,0.305,0.0157162336455017,6.25,short,T
NoCheatPlus_NoCheatPlus,SUCCESS,FAILURE,85,30,1,3,5.39133333333333,0.13333166665625,2.424,0.0867467578644877,1.18,short,T
nodebox_nodebox,SUCCESS,FAILURE,304,41,0,3,28.6043333333333,0.466176289973368,4.34433333333333,0.0860019379626605,0.00,short,T
notnoop_java-apns,SUCCESS,SUCCESS,111,19,0,3,80,0,72.968,0.0701925922017363,0.00,medium,T
ObjectLayout_ObjectLayout,SUCCESS,SUCCESS,107,13,0,3,5.138,0.0736274405368,2.72866666666667,0.0151437555888012,0.00,short,T
ocpsoft_rewrite,SUCCESS,FAILURE,249,52,27,3,15.73,0.0954515583948214,4.36966666666667,0.0722311105641701,10.84,short,F
octo-technology_sonar-objective-c,SUCCESS,SUCCESS,31,10,0,3,5.51066666666667,0.692175074192457,0.389333333333333,0.0155670592384475,0.00,short,T
odrotbohm_spring-restbucks,SUCCESS,SUCCESS,32,13,0,3,23.0423333333333,0.147615491508626,20.0246666666667,0.141655685848939,0.00,short,T
ogrodnek_csv-serde,SUCCESS,SUCCESS,3,1,0,3,2.68633333333333,0.0784941611416627,0.166333333333333,0.00503322295684717,0.00,short,T
oldmanpushcart_greys-anatomy,SUCCESS,SUCCESS,1,1,0,3,2.83366666666667,0.103466580755978,0.0153333333333333,0.00115470053837925,0.00,short,T
OneBusAway_onebusaway-application-modules,FAILURE,FAILURE,106,34,0,3,83.232,45.6985002926792,34.2086666666667,0.13419885742186,0.00,short,T
opencollab_jlatexmath,SUCCESS,FAILURE,9,2,1,3,4.051,0.0681982404465099,1.44,0.012124355652982,11.11,short,F
opencredo_test-automation-quickstart,FAILURE,FAILURE,8,8,8,3,27.067,9.12189327935818,6.42066666666667,0.0475008771848823,100.00,short,F
OpenHFT_Java-Lang,SUCCESS,SUCCESS,605,44,0,3,48.9573333333333,0.909808954304876,30.0413333333333,0.877830469585858,0.00,short,T
OpenSmpp_opensmpp,SUCCESS,SUCCESS,151,10,0,3,51.4203333333333,1.74564381628479,31.1716666666667,1.39604238235569,0.00,short,T
optimaize_language-detector,SUCCESS,FAILURE,20,1,0,3,9.01333333333333,0.22000303028216,2.047,0.0710844568101917,0.00,short,T
os72_protobuf-dynamic,SUCCESS,SUCCESS,7,1,0,3,4.41933333333333,0.111266946274863,0.197333333333333,0.007371114795832,0.00,short,T
oskopek_javaanpr,SUCCESS,SUCCESS,44,9,0,3,4.95866666666667,0.022810816147901,1.163,0.0292061637330204,0.00,short,T
oxo42_stateless4j,SUCCESS,SUCCESS,85,14,0,3,2.27733333333333,0.0518587826055851,0.037,0.00264575131106459,0.00,short,T
ozlerhakan_mongolastic,SUCCESS,FAILURE,5,2,2,3,14.4113333333333,0.0739278927965167,12.567,0.0535630469633689,40.00,short,F
paukiatwee_budgetapp,SUCCESS,SUCCESS,6,1,0,3,17.7286666666667,0.127052482594135,0.131666666666667,0.0086216781042517,0.00,short,T
paulc4_microservices-demo,SUCCESS,SUCCESS,12,2,0,3,10.156,0.0467760622541062,7.26033333333333,0.0270985854489366,0.00,short,T
pavelfatin_typometer,SUCCESS,SUCCESS,89,4,0,3,3.72533333333333,0.255406212401604,1.77733333333333,0.256078763924956,0.00,short,T
PeteGoo_tcSlackBuildNotifier,SUCCESS,SUCCESS,84,14,0,3,7.77933333333333,0.144417219656568,1.85466666666667,0.031005375877956,0.00,short,T
pircbotx_pircbotx,SUCCESS,SUCCESS,770,1,0,3,13.5606666666667,1.02150934079593,5.18533333333333,0.0773972437063064,0.00,short,T
ppdai-incubator_raptor,FAILURE,FAILURE,33,14,14,3,13.8916666666667,2.63446718205662,4.611,0.0612862137841775,42.42,short,F
Progether_JAdventure,SUCCESS,SUCCESS,72,15,0,3,6.14366666666667,0.483430794771427,0.411,0.00721110255092799,0.00,short,T
psidnell_ofexport2,SUCCESS,FAILURE,125,15,1,3,4.93733333333333,0.0962410168968163,2.97733333333333,0.0432473505932251,0.80,short,T
pulse00_Symfony-2-Eclipse-Plugin,SUCCESS,SUCCESS,16,1,0,3,102.333333333333,8.50490054811538,4.75633333333333,0.0356417358350196,0.00,short,T
pulse00_Twig-Eclipse-Plugin,FAILURE,FAILURE,51,4,0,3,50.4143333333333,0.200215716998775,0.288333333333333,0.0465008960487143,0.00,short,T
