overhead_time,project_path,timecost_group,test_success,selection_group,xml_test_time,maven_test_time
0.894,CorfuDB_CorfuDB,short,false,untestable,0,0.894
0.615,Netflix_Surus,short,false,untestable,0,0.615
0.398,NoCheatPlus_NoCheatPlus,short,false,untestable,0,0.398
0.481,OpenGamma_Strata,short,false,untestable,0,0.481
0,alibaba_druid,short,false,untestable,0,0
1.003,antlr_stringtemplate4,short,false,untestable,0,1.003
0.805,apache_activemq-artemis,short,false,untestable,0,0.805
0.729,apache_beam,short,false,untestable,0,0.729
0.58,apache_mahout,short,false,untestable,0,0.58
2.239,apache_nifi,short,false,untestable,0,2.239
0.609,apache_opennlp,short,false,untestable,0,0.609
0.509,asterisk-java_asterisk-java,short,false,untestable,0,0.509
0,centic9_jgit-cookbook,short,false,untestable,0,0
0.826,cometd_cometd,short,false,untestable,0,0.826
0,eivindveg_HotSUploader,short,false,untestable,0,0
0.721,fizzed_rocker,short,false,untestable,0,0.721
0.79,glowroot_glowroot,short,false,untestable,0,0.79
1.039,hantsy_angularjs-springmvc-sample-boot,short,false,untestable,0,1.039
0.828,hibernate_hibernate-search,short,false,untestable,0,0.828
0,impetus-opensource_Kundera,short,false,untestable,0,0
0,intuit_wasabi,short,false,untestable,0,0
0.643,javaparser_javaparser,short,false,untestable,0,0.643
0.479,jmeter-maven-plugin_jmeter-maven-plugin,short,false,untestable,0,0.479
0.399,jpmml_jpmml-evaluator,short,false,untestable,0,0.399
2.069,keycloak_keycloak,short,false,untestable,0,2.069
4.259000000000029,kframework_k,medium,true,testable,80.34399999999998,84.60300000000001
7.744,khoubyari_spring-boot-rest-example,short,true,testable,0.285,8.029
1.299,kiegroup_optaplanner,short,false,untestable,0,1.299
45.78499999999917,kite-sdk_kite,long,true,testable,1244.4760000000008,1290.261
2.987,kumuluz_kumuluzee,short,true,testable,0.28300000000000003,3.27
4.787,la-team_light-admin,short,true,testable,0.4710000000000001,5.258
3.435,lambadaframework_lambadaframework,short,false,testable,0.527,3.962
1.152,lastfm_musicbrainz-data,short,false,testable,0.103,1.255
1.1929999999999996,lemire_JavaFastPFOR,short,true,testable,10.801,11.994
-7.385999999999999,lemire_javaewah,short,true,testable,19.926,12.54
272.34100000000035,linkedin_pinot,long,true,testable,3208.4979999999996,3480.839
19.568000000000012,mapstruct_mapstruct,medium,false,testable,156.873,176.441
1.268,maxmind_geoip-api-java,short,true,testable,0.026000000000000002,1.294
0.76,melin_super-diamond,short,false,testable,0.128,0.888
0.698,mikereedell_sunrisesunsetlib-java,short,true,testable,0.516,1.214
2.4010000000000002,mikiobraun_jblas,short,true,testable,0.21500000000000002,2.616
0.557,mono_sharpen,short,false,untestable,0,0.557
1.641,mpatric_mp3agic,short,true,testable,0.115,1.756
0.896,mvogiatzis_first-stories-twitter,short,true,testable,0.132,1.028
3.366,mybatis_jpetstore-6,short,true,testable,0.42399999999999993,3.79
18.102999999999998,nativelibs4java_BridJ,short,false,testable,16.644000000000002,34.747
1.2040000000000002,neophob_PixelController,short,false,testable,0.416,1.62
0.872,normanmaurer_netty-in-action,short,true,testable,0.10400000000000001,0.976
1.6340000000000012,nurkiewicz_spring-data-jdbc-repository,short,true,testable,3.501999999999999,5.136
17.531,olivergierke_rest-microservices,short,true,testable,0.18,17.711
47.48600000000022,openmrs_openmrs-core,long,true,testable,778.6279999999998,826.114
0.249,oshi_oshi,short,false,untestable,0,0.249
7.143,paulc4_microservices-demo,short,true,testable,0.056,7.199
1.7429999999999999,pires_obd-java-api,short,true,testable,0.181,1.924
3.8369999999999997,playn_playn,short,true,testable,0.6420000000000001,4.479
1.889,prestodb_presto,short,false,untestable,0,1.889
1.617,prometheus_jmx_exporter,short,true,testable,0.36,1.977
0.533,protostuff_protostuff,short,false,untestable,0,0.533
1.1959999999999997,qos-ch_logback-extensions,short,true,testable,6.41,7.606
124.01700000000001,querydsl_querydsl,short,false,testable,23.162999999999993,147.18
4.263,ralfstx_minimal-json,short,true,testable,0.8780000000000001,5.141
0.898,ramswaroop_jbot,short,true,untestable,0.0,0.898
37.437000000000005,raphw_byte-buddy,short,false,testable,9.461999999999998,46.899
1.7710000000000001,rcongiu_Hive-JSON-Serde,short,true,testable,0.264,2.035
5.581,reficio_p2-maven-plugin,short,true,testable,0.883,6.464
1.043,resteasy_Resteasy,short,false,untestable,0,1.043
3.725999999999999,richardwilly98_elasticsearch-river-mongodb,medium,false,testable,161.276,165.002
0.9160000000000004,rnewson_couchdb-lucene,short,true,testable,1.6609999999999996,2.577
5.741000000000001,rstoyanchev_spring-websocket-portfolio,short,false,testable,15.152,20.893
1.433,saikrishna321_AppiumTestDistribution,short,false,testable,0.591,2.024
2.665,sakaiproject_sakai,short,false,untestable,0,2.665
1.8880000000000003,scobal_seyren,short,true,testable,3.0049999999999994,4.893
1.9080000000000084,seleniumkit_gridrouter,short,true,testable,34.288999999999994,36.197
0.9510000000000001,shyiko_mysql-binlog-connector-java,short,true,testable,1.363,2.314
5.1469999999999985,siom79_japicmp,short,false,testable,3.6750000000000003,8.822
1.774,sismics_reader,short,false,testable,7.223999999999999,8.998
130.824,smooks_smooks,medium,false,testable,122.30399999999997,253.128
144.814,snazy_ohc,short,true,testable,21.35,166.164
2.414999999999999,soabase_exhibitor,short,true,testable,42.569,44.984
0.9639999999999986,soundcloud_java-api-wrapper,medium,false,testable,87.429,88.393
4.751999999999999,spotify_docker-maven-plugin,short,true,testable,4.2010000000000005,8.953
32.824000000000005,spotify_heroic,short,false,testable,5.8759999999999994,38.7
0,spring-cloud_spring-cloud-aws,short,false,untestable,0,0
0,spring-cloud_spring-cloud-config,short,false,untestable,0,0
0,spring-cloud_spring-cloud-consul,short,false,untestable,0,0
0,spring-cloud_spring-cloud-netflix,short,false,untestable,0,0
0,spring-cloud_spring-cloud-sleuth,short,false,untestable,0,0
0,spring-cloud_spring-cloud-zookeeper,short,false,untestable,0,0
15.780999999999999,spring-io_initializr,short,false,testable,4.832,20.613
4.734000000000007,spring-projects_spring-security-oauth,short,false,testable,9.677999999999994,14.412
3.1319999999999997,stefanbirkner_system-rules,short,true,testable,1.503,4.635
0.929,stormpath_stormpath-sdk-java,short,false,untestable,0,0.929
0.8950000000000387,stripe_stripe-java,medium,true,testable,256.11199999999997,257.007
5.793000000000001,swagger-api_swagger-parser,short,true,testable,3.526,9.319
7.741,szerhusenBC_jwt-spring-security-demo,short,true,testable,0.171,7.912
0.9719999999999942,tabulapdf_tabula-java,medium,true,testable,97.92,98.892
3.062,talios_clojure-maven-plugin,short,true,testable,0.16099999999999998,3.223
0.497,teamed_qulice,short,false,untestable,0,0.497
0.826,thelinmichael_spotify-web-api-java,short,false,untestable,0,0.826
1.2329999999999999,threerings_getdown,short,true,testable,0.195,1.428
1.915,timmolter_XChart,short,true,testable,0.038,1.953
2.2920000000000003,tobiasflohre_movie-database,short,true,testable,0.4,2.692
5.14,tomoya92_pybbs,short,false,testable,0.005,5.145
1.7689999999998918,ttrelle_spring-data-examples,long,false,testable,673.4370000000001,675.206
1.08,tuenti_SmsRadar,short,false,untestable,0,1.08
0.8119999999999999,tulskiy_jkeymaster,short,true,testable,0.012,0.824
0.8140000000000001,tumblr_jumblr,short,true,testable,0.238,1.052
2.532,twitter_ambrose,short,true,testable,1.539,4.071
3.143,twitter_nodes,short,false,testable,0.22899999999999998,3.372
-186.92600000000004,uber_chaperone,medium,false,testable,278.92600000000004,92.0
0,urbanairship_datacube,short,false,untestable,0,0
1.6730000000000005,vbauer_caesar,short,true,testable,1.1279999999999997,2.801
4.723,vbauer_jackdaw,short,true,testable,0.066,4.789
0.402,vdurmont_emoji-java,short,false,untestable,0,0.402
12.894,vert-x3_vertx-examples,short,true,testable,0.775,13.669
0.549,weld_core,short,false,untestable,0,0.549
2.922,wildfly-swarm-archive_ARCHIVE-wildfly-swarm,short,false,untestable,0,2.922
2.542,wildfly-swarm_wildfly-swarm,short,false,untestable,0,2.542
1.781,wildfly_quickstart,short,false,untestable,0,1.781
2.071,wildfly_wildfly,short,false,untestable,0,2.071
5.629000000000003,winder_Universal-G-Code-Sender,short,true,testable,10.821999999999997,16.451
0.875,windy1_google-places-api-java,short,false,testable,0.353,1.228
3.3529999999999998,woorea_openstack-java-sdk,short,true,testable,0.205,3.558
76.83,wso2_msf4j,short,true,testable,46.732,123.562
1.141,xiaolongzuo_niubi-job,short,false,testable,2.989,4.13
6.475999999999999,yago-naga_aida,short,true,testable,38.103,44.579
1.322,yahoo_mysql_perf_analyzer,short,true,testable,0.01,1.332
0.506,yegor256_eo,short,false,untestable,0,0.506
10.523,yegor256_rultor,short,false,untestable,0,10.523
-31.436999999999976,yegor256_takes,short,true,testable,42.001999999999974,10.565
-1.4690000000000003,yegor256_xembly,short,true,testable,5.721,4.252
1.3180000000000014,ysc_HtmlExtractor,short,true,testable,13.376999999999999,14.695
2.931,zalando_bigbash,short,true,testable,0.371,3.302
2.115000000000002,zalando_zalenium,short,false,testable,20.037,22.152
2.011,zeromq_jzmq,short,false,testable,0.4,2.411
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
,,,,not maven,,
