created_at,default_branch,fork,full_name,pushed_at,size,stargazers_count
2018-04-04T08:19:16Z,develop,False,dlemmermann/PreferencesFX,2019-01-24T20:39:38Z,3923,249
2017-08-29T12:36:49Z,master,False,yago-naga/yago3,2019-01-29T21:13:41Z,40806,405
2013-11-22T04:13:11Z,master,False,cflint/CFLint,2019-03-29T01:09:14Z,13825,129
2011-12-21T16:49:03Z,master,False,togglz/togglz,2019-02-02T02:32:42Z,1931,513
2013-02-18T15:39:50Z,master,False,yegor256/rultor,2019-02-04T06:20:17Z,92962,376
2012-08-22T13:05:16Z,master,False,yegor256/s3auth,2019-02-04T06:43:32Z,2204,223
2013-04-09T17:47:21Z,master,False,sismics/reader,2019-02-06T13:57:30Z,6643,289
2013-04-21T14:01:15Z,master,False,teamed/qulice,2019-02-20T01:55:25Z,19093,215
2014-05-13T13:09:48Z,master,False,perwendel/spark-template-engines,2019-02-10T17:37:10Z,162,123
2012-08-10T21:52:42Z,master,False,NanoHttpd/nanohttpd,2019-02-14T16:24:36Z,1342,4576
2014-04-07T17:00:47Z,master,False,rapidoid/rapidoid,2019-02-14T08:58:55Z,22435,1396
2016-03-23T07:06:23Z,master,False,widdix/aws-s3-virusscan,2019-02-14T15:54:22Z,1268,246
2015-09-09T19:53:09Z,master,False,EvoSuite/evosuite,2019-02-14T12:36:59Z,232274,225
2018-11-23T12:46:07Z,master,False,ambiverse-nlu/ambiverse-nlu,2019-02-14T09:15:56Z,40902,108
2016-12-07T12:29:20Z,master,False,vaquarkhan/vaquarkhan,2019-02-15T19:55:32Z,1014763,549
