name,compiled,tested,tests,suites,failures,runs,mvn_time_avg,mvn_time_sd,xml_time_avg,xml_time_sd,perc_failures,timecost_group,below_threshold
klarna_HiveRunner,SUCCESS,SUCCESS,270,62,0,3,686,NA,638.056,NA,0.00,long,T
kohsuke_file-leak-detector,SUCCESS,SUCCESS,17,5,0,3,4.87,NA,1.285,NA,0.00,short,T
kubernetes-client_java,SUCCESS,SUCCESS,162,76,0,3,92,NA,15.119,NA,0.00,short,T
lejon_T-SNE-Java,SUCCESS,SUCCESS,20,3,0,3,301,NA,283.818,NA,0.00,medium,T
mojohaus_versions-maven-plugin,SUCCESS,SUCCESS,94,12,0,3,10.682,NA,0.688,NA,0.00,short,T
mrwilson_byte-monkey,SUCCESS,SUCCESS,13,13,0,3,12.908,NA,5.05,NA,0.00,short,T
Multiverse_Multiverse-Core,SUCCESS,SUCCESS,11,6,0,3,30.641,NA,18.016,NA,0.00,short,T
NanoHttpd_nanohttpd,SUCCESS,SUCCESS,239,34,0,3,33.76,NA,18.315,NA,0.00,short,T
neo4j_neo4j-java-driver,SUCCESS,SUCCESS,1717,144,0,3,63,NA,42.768,NA,0.00,short,T
Netflix_curator,SUCCESS,SUCCESS,44,8,0,3,76,NA,69.334,NA,0.00,medium,T
NGDATA_hbase-indexer,SUCCESS,SUCCESS,265,41,0,3,1577,NA,1337.03,NA,0.00,long,T
ning_compress,SUCCESS,SUCCESS,44,1,0,3,7.594,NA,2.119,NA,0.00,short,T
OpenHFT_Chronicle-Queue,SUCCESS,SUCCESS,423,84,0,3,190,NA,141.472,NA,0.00,medium,T
OpenHFT_Chronicle-Wire,SUCCESS,SUCCESS,2408,116,0,3,104,NA,37.478,NA,0.00,short,T
OpenSmpp_opensmpp,SUCCESS,SUCCESS,151,10,0,3,49.064,NA,34.353,NA,0.00,short,T
oracle_helidon,SUCCESS,SUCCESS,2573,282,0,3,432,NA,337.377,NA,0.00,long,T
OryxProject_oryx,SUCCESS,SUCCESS,393,104,0,3,1352,NA,94.841,NA,0.00,medium,T
oshi_oshi,SUCCESS,SUCCESS,70,22,0,3,15.804,NA,1.409,NA,0.00,short,T
ottogroup_flink-spector,SUCCESS,SUCCESS,211,44,0,3,44.06,NA,46.55,NA,0.00,short,T
owlcs_owlapi,SUCCESS,SUCCESS,6409,215,0,3,224,NA,50.027,NA,0.00,short,T
perwendel_spark,SUCCESS,SUCCESS,304,43,0,3,46.048,NA,20.107,NA,0.00,short,T
protostuff_protostuff,SUCCESS,SUCCESS,1419,169,0,3,42.958,NA,8.616,NA,0.00,short,T
pulse00_Symfony-2-Eclipse-Plugin,SUCCESS,SUCCESS,16,1,0,3,138,NA,5.049,NA,0.00,short,T
radargun_radargun,SUCCESS,SUCCESS,64,6,0,3,179,NA,10.85,NA,0.00,short,T
rapidoid_rapidoid,SUCCESS,SUCCESS,476,180,0,3,545,NA,463.317,NA,0.00,long,T
rhuss_jolokia,SUCCESS,SUCCESS,633,24,0,3,66,NA,22.04,NA,0.00,short,T
Sable_soot,SUCCESS,SUCCESS,272,63,0,3,126,NA,69.11,NA,0.00,medium,T
sakaiproject_sakai,SUCCESS,SUCCESS,1545,257,0,3,442,NA,293.822,NA,0.00,medium,T
sentilo_sentilo,SUCCESS,SUCCESS,1032,211,0,3,212,NA,99.677,NA,0.00,medium,T
shred_acme4j,SUCCESS,SUCCESS,186,41,0,3,20.851,NA,11.71,NA,0.00,short,T
sismics_reader,SUCCESS,SUCCESS,97,27,0,3,83,NA,70.14,NA,0.00,medium,T
SonarSource_sonar-java,SUCCESS,SUCCESS,2555,773,0,3,96,NA,77.0190000000002,NA,0.00,medium,T
SonarSource_sonar-scanner-jenkins,SUCCESS,SUCCESS,192,40,0,3,116,NA,100.904,NA,0.00,medium,T
speedment_speedment,SUCCESS,SUCCESS,1323,131,0,3,68,NA,25.917,NA,0.00,short,T
spotify_styx,SUCCESS,SUCCESS,1129,116,0,3,422,NA,338.223,NA,0.00,long,T
spring-cloud_spring-cloud-kubernetes,SUCCESS,SUCCESS,115,39,0,3,188,NA,152.566,NA,0.00,medium,T
spring-projects_spring-data-cassandra,SUCCESS,FAILURE,1120,114,0,3,120,NA,5.256,NA,0.00,short,T
takari_polyglot-maven,SUCCESS,SUCCESS,190,31,0,3,80,NA,29.224,NA,0.00,short,T
teamed_qulice,SUCCESS,SUCCESS,147,19,0,3,156,NA,32.914,NA,0.00,short,T
temyers_cucumber-jvm-parallel-plugin,SUCCESS,SUCCESS,97,11,0,3,5.498,NA,0.399,NA,0.00,short,T
ThreeTen_threetenbp,SUCCESS,SUCCESS,17812,1,0,3,14.092,NA,9.428,NA,0.00,short,T
togglz_togglz,SUCCESS,SUCCESS,447,99,0,3,140,NA,98.909,NA,0.00,medium,T
twilio_twilio-java,SUCCESS,SUCCESS,2377,351,0,3,88,NA,632.698,NA,0.00,long,T
uber_uReplicator,SUCCESS,SUCCESS,32,23,0,3,1809,NA,1596.478,NA,0.00,long,T
usethesource_rascal,SUCCESS,SUCCESS,5359,1,0,3,123,NA,111.918,NA,0.00,medium,T
vaadin_framework,SUCCESS,SUCCESS,3680,515,0,3,366,NA,139.993,NA,0.00,medium,T
vavr-io_vavr,SUCCESS,SUCCESS,23136,145,0,3,178,NA,314.947,NA,0.00,long,T
vmware_admiral,SUCCESS,FAILURE,1538,240,2,3,1277,NA,1069.427,NA,0.13,long,T
weld_core,SUCCESS,SUCCESS,1489,664,0,3,192,NA,119.693,NA,0.00,medium,T
yegor256_takes,SUCCESS,SUCCESS,479,166,0,3,40.666,NA,54.633,NA,0.00,short,T
zalando_logbook,SUCCESS,SUCCESS,551,104,0,3,64,NA,26.632,NA,0.00,short,T
zalando_problem,SUCCESS,SUCCESS,61,11,0,3,13.751,NA,0.62,NA,0.00,short,T
zalando_problem-spring-web,SUCCESS,SUCCESS,346,52,0,3,68,NA,16.118,NA,0.00,short,T
zxing_zxing,SUCCESS,SUCCESS,452,140,0,3,85,NA,126.759,NA,0.00,medium,T
