created_at,default_branch,fork,full_name,ismaven,pushed_at,rev,size,stargazers_count
2017-10-13T15:27:53Z,master,False,HotelsDotCom/styx,True,2018-12-17T09:05:56Z,5172c824343c60b8f6301e3ccdcdaca15121aac9,3752,169
2015-11-09T19:19:06Z,master,False,eclipse/hawkbit,True,2018-12-17T09:17:47Z,a2c1e5f1321e047900862a7de9357aa505e5a5dd,19361,158
2013-03-30T08:58:49Z,master,False,dCache/dcache,True,2018-12-17T09:33:52Z,c65c5a39d6d748d41b10052c47eb57cca1dab82d,372236,103
2014-01-30T14:07:25Z,master,False,vavr-io/vavr,True,2017-12-09T15:57:16Z,df456b1731371a3f3c27ae3e25dbcbca90f429e7,2211,16440
2015-01-07T16:57:47Z,master,False,yegor256/takes,True,2017-11-05T21:19:55Z,6e4575f00f0b63baacd4b36aa47fcaefd8eaf411,360,30107
2013-02-18T15:39:50Z,master,False,yegor256/rultor,True,2017-12-06T13:40:34Z,4240c8498f3f951f9f44cad506ad324419b8d3a6,311,88167
2011-11-09T08:00:09Z,master,False,apache/opennlp,True,2017-12-12T12:41:00Z,a27bc326901fb19558a2cc4cdd5fd64b000102c2,458,14361
2012-08-17T15:28:54Z,release-3.0,False,jankotek/mapdb,True,2017-12-05T11:11:27Z,c6d88518df694a3e1b0c0f75a9dc045b2cf1569e,2889,9687
2014-05-23T07:00:07Z,master,False,apache/mahout,True,2017-12-11T17:25:39Z,ca8b4935c4014397ee4ffc7cd7964dce0979cdf6,1301,65799
2013-11-07T13:23:16Z,master,False,jcabi/jcabi-github,True,2017-11-02T06:40:51Z,d19493f366221dec6c5b7e1342c5f9fb5ab2322e,153,34827
2013-05-27T09:02:48Z,master,False,OpenHFT/Java-Lang,True,2017-10-09T08:42:40Z,245d200e568113fa59398b147422fcac51ee72a4,251,86829
2013-11-07T13:23:16Z,master,False,jcabi/jcabi-github,True,2017-11-02T06:40:51Z,d19493f366221dec6c5b7e1342c5f9fb5ab2322e,153,34827
2013-06-12T07:00:19Z,master,False,apache/logging-log4j2,True,2017-12-11T19:24:10Z,e752db5e752d6e1b0ec86d80fd57548c625de731,400,34215
2014-06-07T07:00:10Z,master,False,apache/flink,True,2017-12-12T14:06:11Z,beb11976fe63c20a5dc9f22ea713c05b4d5e9585,3043,140668
2015-09-24T15:27:15Z,master,False,eclipse/californium,True,2017-12-12T16:34:23Z,d84c07aec18cf77b42a7eed743f1cec1e72ff3e0,180,5930
