created_at,default_branch,fork,full_name,ismaven,pushed_at,rev,size,stargazers_count
2016-07-07T08:36:18Z,master,False,teaey/spring-boot-starter-dubbo,True,2018-04-28T03:40:40Z,70dfe89cbf4a3eab75e9f9a3f8323646ed0c900c,33,141
2014-02-25T08:34:27Z,master,False,JakeWharton/flip-tables,True,2018-04-29T05:54:38Z,174f2ca893f858e9bef5f215f4b94526b0393649,125,493
2013-08-01T19:59:55Z,master,False,elastic/elasticsearch-metrics-reporter-java,True,2018-05-01T08:50:10Z,4018eaef6fc7721312f7440b2bf5a19699a6cb56,104,222
2013-06-18T19:54:47Z,master,False,raphaeljolivet/java2typescript,True,2018-05-01T08:30:39Z,5e3921b674bfb03ba9ac042238a8db0b9b17ca3a,836,113
2014-05-13T09:30:23Z,windows,False,caoxinyu/RedisClient,True,2018-05-02T18:41:44Z,0f72f3de3c4790066d5d06f5049a3622861118da,297447,1324
2014-11-28T23:25:14Z,master,False,davidmoten/rxjava-extras,True,2018-05-02T07:12:01Z,a91d2ba7d454843250e0b0fce36084f9fb02a551,2397,257
2016-05-13T08:38:55Z,master,False,yskgood/dubbo-hystrix-support,True,2018-05-02T08:37:33Z,def09b4c6e28e9cc1575d7ef625b201b1eb29e8f,25,159
2011-07-14T19:47:55Z,master,False,Netflix/curator,True,2018-05-03T13:24:07Z,7fa8c085f45977be1db980731f4faf580925db08,7545,1979
2017-11-30T01:51:26Z,master,False,wikift/wikift,True,2018-05-03T07:10:00Z,bb19c3a65da3e7f7c15072ef1e7588b4daeb8ab0,4876,265
2014-11-13T03:13:10Z,master,False,liaohuqiu/android-Ultra-Pull-To-Refresh,True,2018-05-04T21:12:00Z,46fdc861243a3d90dca1f5d31f3c82559ee9e4fa,3474,9552
2015-07-25T05:38:33Z,master,False,coobird/thumbnailator,True,2018-05-04T13:13:01Z,31eb5b23a99f8705436a603b059baab511190cc1,10141,2064
2017-06-20T07:07:19Z,master,False,boylegu/SpringBoot-vue,True,2018-05-04T02:32:05Z,ca1e3e2e974224c5d468e0ef38f0a442daa87495,33044,1340
2010-03-01T09:14:49Z,master,False,zeromq/jzmq,True,2018-05-04T20:30:13Z,1166757b9f1beee7663b5343f077f80a6a62a2bb,1468,539
2011-04-14T08:47:45Z,master,False,wks/ik-analyzer,True,2018-05-04T10:55:53Z,ee504512b0da0e5218fabba5ef8824fa72a16e94,1382,475
2012-03-25T14:55:36Z,master,False,branflake2267/GWT-Maps-V3-Api,True,2018-05-04T20:50:28Z,7f1db9d725def7e336f3738038e1b226351f0924,57779,143
2018-01-18T01:38:08Z,master,False,bz51/SpringBoot-Dubbo-Docker-Jenkins,True,2018-05-07T13:31:19Z,d7367a3176cf4baef8cce11ec5c5af3b648c80fe,442,922
2012-11-29T19:55:44Z,master,False,olap4j/olap4j,True,2018-05-07T16:14:52Z,b8eccd85753ffddb66c9d8b7c2cd7de2bd510ce0,39874,153
2011-10-17T02:53:00Z,master,False,pranab/sifarish,True,2018-05-08T16:12:25Z,870590f07d0ae0e7a4c7b3b8ebc46ccc6b2e8c03,7876,320
2010-12-13T05:25:46Z,master,False,jenkinsci/android-emulator-plugin,True,2018-05-08T10:34:26Z,b9dba3d89d7729a835aeebbf3449b57dd0072c67,942,170
2013-04-16T03:24:37Z,master,False,ActiveJpa/activejpa,True,2018-05-08T18:18:53Z,7b294fa7bbc603c314ae8b062d20f5712925689b,75342,150
