name,exec_id,compiled,tested,mvn_test_time,xml_time,tests,suites,failures
spotify_docker-maven-plugin,0818134515,SUCCESS,SUCCESS,14.574,5.6080000000000005,59,8,0
OvercastNetwork_ProjectAres,0822082044,SUCCESS,SUCCESS,29.44,23.497,145,27,0
OvercastNetwork_ProjectAres,0820095722,SUCCESS,SUCCESS,29.651,23.525,145,27,0
OvercastNetwork_ProjectAres,0818134515,SUCCESS,SUCCESS,30.647,24.436,145,27,0
jexp_batch-import,0822082044,SUCCESS,SUCCESS,17.993,16.647000000000002,111,19,0
jexp_batch-import,0820095722,SUCCESS,SUCCESS,18.007,16.63,111,19,0
jexp_batch-import,0818134515,SUCCESS,SUCCESS,17.123,15.745,111,19,0
httl_httl,0814233256,SUCCESS,FAILURE,142,126.31699999999998,140,11,30
httl_httl,0822082044,SUCCESS,FAILURE,32.284,28.684999999999995,140,11,30
httl_httl,0816180012,SUCCESS,FAILURE,31.516,28.113,140,11,30
SonarSource_sonarlint-eclipse,0822082044,FAILURE,FAILURE,18.757,0,0,0,0
SonarSource_sonarlint-eclipse,0820095722,FAILURE,FAILURE,18.557,0,0,0,0
SonarSource_sonarlint-eclipse,0818134515,FAILURE,FAILURE,20.359,0,0,0,0
apache_incubator-samoa,0822082044,SUCCESS,SUCCESS,70,62.971000000000004,47,11,0
apache_incubator-samoa,0820095722,SUCCESS,SUCCESS,72,64.77499999999999,47,11,0
apache_incubator-samoa,0818134515,SUCCESS,SUCCESS,70,62.716,47,11,0
facebookarchive_linkbench,0822082044,SUCCESS,SUCCESS,362,753.578,98,17,0
facebookarchive_linkbench,0820095722,SUCCESS,SUCCESS,365,760.1019999999999,98,17,0
facebookarchive_linkbench,0818134515,SUCCESS,SUCCESS,362,752.6899999999999,98,17,0
awslabs_aws-java-sample,0822082044,SUCCESS,SUCCESS,0.855,0,0,0,0
awslabs_aws-java-sample,0820095722,SUCCESS,SUCCESS,0.821,0,0,0,0
awslabs_aws-java-sample,0818134515,SUCCESS,SUCCESS,0.832,0,0,0,0
forge_core,0822082044,SUCCESS,FAILURE,60,29.967,225,83,86
forge_core,0820095722,SUCCESS,FAILURE,61,31.6,225,83,86
forge_core,0818134515,SUCCESS,FAILURE,59.996,30.043,225,83,86
wildfly_wildfly,0822082044,FAILURE,FAILURE,279,190.9030000000001,989,199,0
wildfly_wildfly,0820095722,FAILURE,FAILURE,276,189.47699999999998,989,199,0
wildfly_wildfly,0818134515,FAILURE,FAILURE,280,191.171,989,199,0
galenframework_galen,0822082044,SUCCESS,SUCCESS,27.724,19.393,869,2,0
galenframework_galen,0820095722,SUCCESS,SUCCESS,27.559,19.282,869,2,0
galenframework_galen,0818134515,SUCCESS,SUCCESS,27.749,19.462,869,2,0
Nukkit_Nukkit,0822082044,FAILURE,FAILURE,0.262,0,0,0,0
Nukkit_Nukkit,0820095722,FAILURE,FAILURE,0.264,0,0,0,0
Nukkit_Nukkit,0818134515,FAILURE,FAILURE,0.265,0,0,0,0
OpenNetworkingFoundation_DELTA,0829090641,SUCCESS,SUCCESS,4.79,0,0,0,0
OpenNetworkingFoundation_DELTA,0829191149,SUCCESS,SUCCESS,4.874,0,0,0,0
OpenNetworkingFoundation_DELTA,0830044330,SUCCESS,SUCCESS,4.982,0,0,0,0
caskdata_tephra,0822082044,FAILURE,FAILURE,1.022,0,0,0,0
caskdata_tephra,0820095722,FAILURE,FAILURE,1.058,0,0,0,0
caskdata_tephra,0818134515,FAILURE,FAILURE,1.134,0,0,0,0
java8_Java8InAction,0822082044,FAILURE,FAILURE,0.705,0,0,0,0
java8_Java8InAction,0820095722,FAILURE,FAILURE,0.686,0,0,0,0
java8_Java8InAction,0818134515,FAILURE,FAILURE,0.715,0,0,0,0
Swagger2Markup_spring-swagger2markup-demo,0829090641,SUCCESS,SUCCESS,28.163,0.362,2,1,0
Swagger2Markup_spring-swagger2markup-demo,0829191149,SUCCESS,SUCCESS,21.181,0.301,2,1,0
Swagger2Markup_spring-swagger2markup-demo,0830044330,SUCCESS,SUCCESS,21.299,0.319,2,1,0
cometd_cometd,0814233256,FAILURE,FAILURE,1173,1143.965,712,123,2
cometd_cometd,0822082044,FAILURE,FAILURE,1172,1144.25,712,123,2
cometd_cometd,0820095722,FAILURE,FAILURE,1190,1145.7220000000002,712,123,2
romix_java-concurrent-hash-trie-map,0829090641,SUCCESS,SUCCESS,6.792,4.946,21,17,0
romix_java-concurrent-hash-trie-map,0829191149,SUCCESS,SUCCESS,7.061,5.04,21,17,0
romix_java-concurrent-hash-trie-map,0830044330,SUCCESS,SUCCESS,6.429,4.5280000000000005,21,17,0
rajithd_spring-boot-oauth2,0829090641,SUCCESS,SUCCESS,6.451,0.003,1,1,0
rajithd_spring-boot-oauth2,0829191149,SUCCESS,SUCCESS,6.475,0.004,1,1,0
rajithd_spring-boot-oauth2,0830044330,SUCCESS,SUCCESS,6.263,0.004,1,1,0
chocotan_lolibox,0822082044,SUCCESS,FAILURE,20.556,0.026,2,2,1
chocotan_lolibox,0820095722,SUCCESS,FAILURE,19.977,0.024,2,2,1
chocotan_lolibox,0818134515,SUCCESS,FAILURE,19.903,0.028,2,2,1
square_keywhiz,0822082044,FAILURE,FAILURE,0.691,0,0,0,0
square_keywhiz,0820095722,FAILURE,FAILURE,0.617,0,0,0,0
square_keywhiz,0818134515,FAILURE,FAILURE,0.639,0,0,0,0
raml-org_raml-java-parser,0822082044,SUCCESS,SUCCESS,10.495,7.095000000000001,465,18,0
raml-org_raml-java-parser,0820095722,SUCCESS,SUCCESS,10.192,7.022000000000001,465,18,0
raml-org_raml-java-parser,0818134515,SUCCESS,SUCCESS,10.555,7.221000000000001,465,18,0
spring-projects_spring-retry,0822082044,SUCCESS,SUCCESS,9.0,7.511999999999998,242,48,0
spring-projects_spring-retry,0820095722,SUCCESS,SUCCESS,8.938,7.3980000000000015,242,48,0
spring-projects_spring-retry,0818134515,SUCCESS,SUCCESS,8.993,7.5760000000000005,242,48,0
davidmoten_rtree,0822082044,SUCCESS,SUCCESS,16.018,12.855000000000002,297,32,0
davidmoten_rtree,0820095722,SUCCESS,SUCCESS,15.331,12.311999999999998,297,32,0
davidmoten_rtree,0818134515,SUCCESS,SUCCESS,15.416,12.38,297,32,0
s3-wagon-private_s3-wagon-private,0822082044,SUCCESS,SUCCESS,0.735,0,0,0,0
s3-wagon-private_s3-wagon-private,0820095722,SUCCESS,SUCCESS,0.772,0,0,0,0
s3-wagon-private_s3-wagon-private,0818134515,SUCCESS,SUCCESS,0.773,0,0,0,0
zeromq_jeromq,0822082044,SUCCESS,SUCCESS,33.754,29.617000000000004,91,45,0
zeromq_jeromq,0820095722,SUCCESS,SUCCESS,33.508,29.50800000000001,91,45,0
zeromq_jeromq,0818134515,SUCCESS,SUCCESS,33.499,29.511,91,45,0
jbake-org_jbake,0822082044,SUCCESS,SUCCESS,23.267,20.611000000000004,140,27,0
jbake-org_jbake,0820095722,SUCCESS,SUCCESS,24.02,21.309,140,27,0
jbake-org_jbake,0818134515,SUCCESS,SUCCESS,23.583,21.158000000000005,140,27,0
algorithmfoundry_Foundry,0829090641,SUCCESS,FAILURE,58.157,0,0,0,0
algorithmfoundry_Foundry,0829191149,SUCCESS,?,0,0,0,0,0
algorithmfoundry_Foundry,0830044330,SUCCESS,?,0,0,0,0,0
b3log_xiaov,0822082044,SUCCESS,SUCCESS,0.898,0,0,0,0
b3log_xiaov,0820095722,SUCCESS,SUCCESS,0.865,0,0,0,0
b3log_xiaov,0818134515,SUCCESS,SUCCESS,0.89,0,0,0,0
apache_flink,0814233256,SUCCESS,SUCCESS,375,1250.6469999999977,8134,1262,0
apache_flink,0822082044,SUCCESS,SUCCESS,347,1254.7729999999954,8134,1262,0
apache_flink,0820095722,SUCCESS,SUCCESS,360,1260.713999999996,8134,1262,0
Akdeniz_google-play-crawler,0829090641,FAILURE,FAILURE,0.114,0,0,0,0
Akdeniz_google-play-crawler,0829191149,FAILURE,FAILURE,0.12,0,0,0,0
Akdeniz_google-play-crawler,0830044330,FAILURE,FAILURE,0.132,0,0,0,0
schema-repo_schema-repo,0822082044,SUCCESS,SUCCESS,26.025,19.665999999999997,81,18,0
schema-repo_schema-repo,0820095722,SUCCESS,SUCCESS,25.902,19.595000000000002,81,18,0
schema-repo_schema-repo,0818134515,SUCCESS,SUCCESS,25.535,19.552,81,18,0
pires_obd-java-api,0822082044,SUCCESS,SUCCESS,2.255,0.151,65,1,0
pires_obd-java-api,0820095722,SUCCESS,SUCCESS,2.222,0.154,65,1,0
pires_obd-java-api,0818134515,SUCCESS,SUCCESS,2.263,0.149,65,1,0
HolgerHees_cloudsync,0822082044,SUCCESS,SUCCESS,32.073,30.847,2,1,0
HolgerHees_cloudsync,0820095722,SUCCESS,SUCCESS,11.498,10.198,2,1,0
HolgerHees_cloudsync,0818134515,SUCCESS,SUCCESS,43.954,42.654,2,1,0
elki-project_elki,0822082044,FAILURE,FAILURE,2.578,0.001,1,1,0
elki-project_elki,0820095722,FAILURE,FAILURE,2.529,0.002,1,1,0
elki-project_elki,0818134515,FAILURE,FAILURE,2.601,0.002,1,1,0
opencollab_jlatexmath,0829090641,SUCCESS,FAILURE,3.291,1.423,9,2,1
opencollab_jlatexmath,0829191149,SUCCESS,FAILURE,3.257,1.446,9,2,1
opencollab_jlatexmath,0830044330,SUCCESS,FAILURE,3.286,1.457,9,2,1
spotify_heroic,0822082044,FAILURE,FAILURE,19.66,22.866,435,132,0
spotify_heroic,0820095722,FAILURE,FAILURE,19.55,22.456999999999987,435,132,0
spotify_heroic,0818134515,FAILURE,FAILURE,20.109,22.672999999999995,435,132,0
caelum_mamute,0822082044,SUCCESS,FAILURE,10.757,8.172999999999998,294,69,79
caelum_mamute,0820095722,SUCCESS,FAILURE,10.609,8.093999999999996,294,69,79
caelum_mamute,0818134515,SUCCESS,FAILURE,10.722,8.202999999999996,294,69,79
normanmaurer_netty-in-action,0822082044,SUCCESS,SUCCESS,1.596,0.099,7,5,0
normanmaurer_netty-in-action,0820095722,SUCCESS,SUCCESS,1.589,0.096,7,5,0
normanmaurer_netty-in-action,0818134515,SUCCESS,SUCCESS,1.63,0.122,7,5,0
bfwg_springboot-jwt-starter,0829090641,SUCCESS,SUCCESS,7.999,0.6499999999999999,10,2,0
bfwg_springboot-jwt-starter,0829191149,SUCCESS,SUCCESS,8.062,0.673,10,2,0
bfwg_springboot-jwt-starter,0830044330,SUCCESS,SUCCESS,8.193,0.669,10,2,0
forcedotcom_idecore,0822082044,?,?,0,0,0,0,0
forcedotcom_idecore,0820095722,?,?,0,0,0,0,0
forcedotcom_idecore,0818134515,?,?,0,0,0,0,0
SmartBear_soapui,0822082044,SUCCESS,FAILURE,35.539,27.482999999999993,672,125,51
SmartBear_soapui,0820095722,SUCCESS,FAILURE,120,112.64800000000001,672,125,51
SmartBear_soapui,0818134515,SUCCESS,FAILURE,36.987,28.900000000000006,672,125,51
hdiv_hdiv,0822082044,SUCCESS,SUCCESS,12.585,9.257000000000001,237,47,0
hdiv_hdiv,0820095722,SUCCESS,SUCCESS,13.0,9.741000000000003,237,47,0
hdiv_hdiv,0818134515,SUCCESS,SUCCESS,12.722,9.525000000000002,237,47,0
Hidendra_LWC,0822082044,FAILURE,FAILURE,1.777,0,0,0,0
Hidendra_LWC,0820095722,FAILURE,FAILURE,39.468,0,0,0,0
Hidendra_LWC,0818134515,FAILURE,FAILURE,0.746,0,0,0,0
in28minutes_SpringMvcStepByStep,0822082044,SUCCESS,SUCCESS,0.784,0,0,0,0
in28minutes_SpringMvcStepByStep,0820095722,SUCCESS,SUCCESS,0.707,0,0,0,0
in28minutes_SpringMvcStepByStep,0818134515,SUCCESS,SUCCESS,0.724,0,0,0,0
apache_bigtop,0822082044,SUCCESS,SUCCESS,0.655,0,0,0,0
apache_bigtop,0820095722,SUCCESS,SUCCESS,0.656,0,0,0,0
apache_bigtop,0818134515,SUCCESS,SUCCESS,0.661,0,0,0,0
graphhopper_map-matching,0822082044,FAILURE,FAILURE,1.569,0.038,8,1,0
graphhopper_map-matching,0820095722,FAILURE,FAILURE,1.498,0.032,8,1,0
graphhopper_map-matching,0818134515,FAILURE,FAILURE,1.514,0.029,8,1,0
uber_tchannel-java,0829090641,FAILURE,FAILURE,0.631,0,0,0,0
uber_tchannel-java,0829191149,FAILURE,FAILURE,0.642,0,0,0,0
uber_tchannel-java,0830044330,FAILURE,FAILURE,0.647,0,0,0,0
pac4j_pac4j,0822082044,SUCCESS,FAILURE,100,14.812999999999997,711,99,16
pac4j_pac4j,0820095722,SUCCESS,FAILURE,100,16.062,711,99,16
pac4j_pac4j,0818134515,SUCCESS,FAILURE,100,14.276999999999996,711,99,16
apache_pdfbox,0822082044,SUCCESS,FAILURE,40.552,38.081999999999994,1218,121,6
apache_pdfbox,0820095722,SUCCESS,FAILURE,42.967,40.48500000000002,1218,121,6
apache_pdfbox,0818134515,SUCCESS,FAILURE,40.851,38.30600000000001,1218,121,6
blackberry_WebWorks,0829090641,SUCCESS,SUCCESS,3.474,0,0,0,0
blackberry_WebWorks,0829191149,SUCCESS,SUCCESS,3.397,0,0,0,0
blackberry_WebWorks,0830044330,SUCCESS,SUCCESS,3.536,0,0,0,0
alibaba_tamper,0822082044,SUCCESS,SUCCESS,1.96,0.6580000000000001,62,16,0
alibaba_tamper,0820095722,SUCCESS,SUCCESS,1.935,0.6350000000000001,62,16,0
alibaba_tamper,0818134515,SUCCESS,SUCCESS,1.98,0.6940000000000002,62,16,0
apache_jackrabbit-oak,0822082044,SUCCESS,FAILURE,2504,2457.156999999999,8374,1015,30
apache_jackrabbit-oak,0820095722,SUCCESS,FAILURE,2498,2451.115999999998,8374,1015,30
apache_jackrabbit-oak,0818134515,SUCCESS,FAILURE,2495,2447.085999999997,8374,1015,30
aggregateknowledge_java-hll,0822082044,SUCCESS,SUCCESS,11.784,10.323,35,1,0
aggregateknowledge_java-hll,0820095722,SUCCESS,SUCCESS,11.758,10.299,35,1,0
aggregateknowledge_java-hll,0818134515,SUCCESS,SUCCESS,11.99,10.534,35,1,0
NLPchina_nlp-lang,0822082044,SUCCESS,SUCCESS,30.226,28.866000000000003,30,16,0
NLPchina_nlp-lang,0820095722,SUCCESS,SUCCESS,30.003,28.624000000000002,30,16,0
NLPchina_nlp-lang,0818134515,SUCCESS,SUCCESS,30.325,29.024,30,16,0
apache_archiva,0822082044,FAILURE,FAILURE,3.074,0,0,0,0
apache_archiva,0820095722,FAILURE,FAILURE,3.028,0,0,0,0
apache_archiva,0818134515,FAILURE,FAILURE,3.087,0,0,0,0
ui4j_ui4j,0822082044,SUCCESS,?,0,0,0,0,0
ui4j_ui4j,0820095722,SUCCESS,?,0,0,0,0,0
ui4j_ui4j,0818134515,SUCCESS,?,0,0,0,0,0
quux00_hive-json-schema,0829090641,SUCCESS,SUCCESS,0.717,0,0,0,0
quux00_hive-json-schema,0829191149,SUCCESS,SUCCESS,0.63,0,0,0,0
quux00_hive-json-schema,0830044330,SUCCESS,SUCCESS,0.691,0,0,0,0
acesinc_json-data-generator,0829090641,SUCCESS,SUCCESS,2.086,0.254,4,1,0
acesinc_json-data-generator,0829191149,SUCCESS,SUCCESS,2.039,0.257,4,1,0
acesinc_json-data-generator,0830044330,SUCCESS,SUCCESS,2.034,0.247,4,1,0
apache_eagle,0822082044,FAILURE,FAILURE,967,417.46500000000043,742,306,0
apache_eagle,0820095722,FAILURE,FAILURE,977,423.67700000000013,742,306,0
apache_eagle,0818134515,FAILURE,FAILURE,969,422.1409999999996,742,306,0
thymeleaf_thymeleafexamples-petclinic,0829090641,SUCCESS,SUCCESS,7.491,3.1420000000000003,31,4,0
thymeleaf_thymeleafexamples-petclinic,0829191149,SUCCESS,SUCCESS,5.601,3.01,31,4,0
thymeleaf_thymeleafexamples-petclinic,0830044330,SUCCESS,SUCCESS,5.683,2.953,31,4,0
apache_incubator-brooklyn,0822082044,FAILURE,FAILURE,135,3.995,405,3,0
apache_incubator-brooklyn,0820095722,FAILURE,FAILURE,135,4.046,405,3,0
apache_incubator-brooklyn,0818134515,FAILURE,FAILURE,133,4.024,405,3,0
stoicflame_enunciate,0822082044,FAILURE,FAILURE,1.185,0,0,0,0
stoicflame_enunciate,0820095722,FAILURE,FAILURE,1.33,0,0,0,0
stoicflame_enunciate,0818134515,FAILURE,FAILURE,1.289,0,0,0,0
javaee-samples_javaee7-samples,0822082044,SUCCESS,FAILURE,189,129.88199999999998,188,188,186
javaee-samples_javaee7-samples,0820095722,SUCCESS,FAILURE,190,129.84599999999995,188,188,186
javaee-samples_javaee7-samples,0818134515,SUCCESS,FAILURE,191,130.374,188,188,186
talios_clojure-maven-plugin,0822082044,SUCCESS,SUCCESS,4.45,0.219,3,2,0
talios_clojure-maven-plugin,0820095722,SUCCESS,SUCCESS,4.511,0.20800000000000002,3,2,0
talios_clojure-maven-plugin,0818134515,SUCCESS,SUCCESS,4.53,0.226,3,2,0
cdk_cdk,0829090641,SUCCESS,FAILURE,78,36.02900000000006,20234,692,3
cdk_cdk,0829191149,SUCCESS,FAILURE,72,35.90600000000004,20234,692,3
cdk_cdk,0830044330,SUCCESS,FAILURE,72,36.02500000000003,20234,692,3
weld_core,0822082044,FAILURE,FAILURE,67,33.72299999999998,1349,601,0
weld_core,0820095722,FAILURE,FAILURE,67,33.657999999999994,1349,601,0
weld_core,0818134515,FAILURE,FAILURE,67,33.791,1349,601,0
jhunters_jprotobuf,0822082044,SUCCESS,FAILURE,5.037,0,0,0,0
jhunters_jprotobuf,0820095722,SUCCESS,FAILURE,5.254,0,0,0,0
jhunters_jprotobuf,0818134515,SUCCESS,FAILURE,5.077,0,0,0,0
easymock_objenesis,0822082044,SUCCESS,FAILURE,5.19,0.6960000000000001,34,13,2
easymock_objenesis,0820095722,SUCCESS,FAILURE,5.321,0.7020000000000001,34,13,2
easymock_objenesis,0818134515,SUCCESS,FAILURE,5.069,0.6810000000000002,34,13,2
mono_sharpen,0822082044,SUCCESS,FAILURE,8.186,6.739,278,38,25
mono_sharpen,0820095722,SUCCESS,FAILURE,7.589,6.199999999999999,278,38,25
mono_sharpen,0818134515,SUCCESS,FAILURE,8.176,6.685000000000001,278,38,25
cobbzilla_s3s3mirror,0822082044,SUCCESS,FAILURE,1.437,0.14500000000000002,15,2,8
cobbzilla_s3s3mirror,0820095722,SUCCESS,FAILURE,1.492,0.147,15,2,8
cobbzilla_s3s3mirror,0818134515,SUCCESS,FAILURE,1.417,0.156,15,2,8
vaadin_spring,0829090641,SUCCESS,SUCCESS,15.533,1.1689999999999998,56,14,0
vaadin_spring,0829191149,SUCCESS,SUCCESS,14.983,1.1739999999999997,56,14,0
vaadin_spring,0830044330,SUCCESS,SUCCESS,15.733,1.22,56,14,0
spotify_docker-client,0822082044,SUCCESS,FAILURE,13.699,9.256000000000002,403,20,296
spotify_docker-client,0820095722,SUCCESS,FAILURE,14.147,9.758,403,20,296
spotify_docker-client,0818134515,SUCCESS,FAILURE,14.25,9.851,403,20,296
ActiveJpa_activejpa,0822082044,SUCCESS,SUCCESS,11.272,3.088,128,2,0
ActiveJpa_activejpa,0820095722,SUCCESS,SUCCESS,11.211,3.104,128,2,0
ActiveJpa_activejpa,0818134515,SUCCESS,SUCCESS,11.153,3.04,128,2,0
stanfordnlp_CoreNLP,0822082044,SUCCESS,FAILURE,45.292,24.936000000000025,1175,162,2
stanfordnlp_CoreNLP,0820095722,SUCCESS,FAILURE,45.142,24.80100000000001,1175,162,2
stanfordnlp_CoreNLP,0818134515,SUCCESS,FAILURE,44.361,24.041,1175,162,2
coreos_jetcd,0829090641,SUCCESS,FAILURE,36.995,16.492,89,1,21
coreos_jetcd,0829191149,SUCCESS,FAILURE,37.048,16.219,89,1,21
coreos_jetcd,0830044330,SUCCESS,FAILURE,37.068,16.22,89,1,21
zycgit_hasor,0829090641,SUCCESS,SUCCESS,1.708,0,0,0,0
zycgit_hasor,0829191149,SUCCESS,SUCCESS,1.681,0,0,0,0
zycgit_hasor,0830044330,SUCCESS,SUCCESS,1.707,0,0,0,0
dangdangdotcom_config-toolkit,0822082044,SUCCESS,SUCCESS,1.26,0,0,0,0
dangdangdotcom_config-toolkit,0820095722,SUCCESS,SUCCESS,1.357,0,0,0,0
dangdangdotcom_config-toolkit,0818134515,SUCCESS,SUCCESS,1.252,0,0,0,0
jcgay_maven-color,0822082044,FAILURE,FAILURE,0.692,0,0,0,0
jcgay_maven-color,0820095722,FAILURE,FAILURE,0.675,0,0,0,0
jcgay_maven-color,0818134515,FAILURE,FAILURE,0.652,0,0,0,0
google_closure-compiler,0822082044,SUCCESS,SUCCESS,121,59.24900000000007,11580,324,0
google_closure-compiler,0820095722,SUCCESS,SUCCESS,123,59.75899999999998,11580,324,0
google_closure-compiler,0818134515,SUCCESS,SUCCESS,120,59.391000000000005,11580,324,0
takari_polyglot-maven,0822082044,SUCCESS,SUCCESS,31.93,18.326999999999998,157,29,0
takari_polyglot-maven,0820095722,SUCCESS,SUCCESS,31.689,18.318,157,29,0
takari_polyglot-maven,0818134515,SUCCESS,SUCCESS,32.377,18.338999999999995,157,29,0
SoftInstigate_restheart,0822082044,SUCCESS,SUCCESS,35.538,31.361,41,10,0
SoftInstigate_restheart,0820095722,SUCCESS,SUCCESS,35.439,31.348,41,10,0
SoftInstigate_restheart,0818134515,SUCCESS,SUCCESS,35.56,31.398999999999997,41,10,0
giltene_jHiccup,0822082044,SUCCESS,SUCCESS,1.521,0.004,2,2,0
giltene_jHiccup,0820095722,SUCCESS,SUCCESS,1.54,0.004,2,2,0
giltene_jHiccup,0818134515,SUCCESS,SUCCESS,1.447,0.004,2,2,0
YahooArchive_samoa,0829090641,SUCCESS,SUCCESS,46.956,42.473000000000006,44,10,0
YahooArchive_samoa,0829191149,SUCCESS,SUCCESS,46.307,41.888,44,10,0
YahooArchive_samoa,0830044330,SUCCESS,SUCCESS,46.58,42.09799999999999,44,10,0
stormpath_stormpath-sdk-java,0822082044,SUCCESS,FAILURE,38.749,7.465,622,1,0
stormpath_stormpath-sdk-java,0820095722,SUCCESS,FAILURE,38.353,7.32,622,1,0
stormpath_stormpath-sdk-java,0818134515,SUCCESS,FAILURE,39.362,7.759,622,1,0
banq_jdonframework,0829090641,SUCCESS,SUCCESS,7.807,6.543,14,5,0
banq_jdonframework,0829191149,SUCCESS,SUCCESS,7.93,6.592,14,5,0
banq_jdonframework,0830044330,SUCCESS,SUCCESS,7.516,6.276,14,5,0
greenmail-mail-test_greenmail,0822082044,SUCCESS,SUCCESS,55.712,51.53200000000001,106,44,0
greenmail-mail-test_greenmail,0820095722,SUCCESS,SUCCESS,56.308,52.079000000000015,106,44,0
greenmail-mail-test_greenmail,0818134515,SUCCESS,SUCCESS,46.212,42.056,106,44,0
ShawnyXiao_SpringBoot-MyBatis,0829090641,SUCCESS,SUCCESS,1.083,0,0,0,0
ShawnyXiao_SpringBoot-MyBatis,0829191149,SUCCESS,SUCCESS,1.078,0,0,0,0
ShawnyXiao_SpringBoot-MyBatis,0830044330,SUCCESS,SUCCESS,1.064,0,0,0,0
amelentev_java-oo,0822082044,FAILURE,FAILURE,1.625,0,0,0,0
amelentev_java-oo,0820095722,FAILURE,FAILURE,1.587,0,0,0,0
amelentev_java-oo,0818134515,FAILURE,FAILURE,1.461,0,0,0,0
RustDT_RustDT,0822082044,SUCCESS,SUCCESS,26.855,0,0,0,0
RustDT_RustDT,0820095722,SUCCESS,SUCCESS,26.623,0,0,0,0
RustDT_RustDT,0818134515,SUCCESS,SUCCESS,29.875,0,0,0,0
NoCheatPlus_NoCheatPlus,0822082044,SUCCESS,SUCCESS,7.891,4.288,55,21,0
NoCheatPlus_NoCheatPlus,0820095722,SUCCESS,SUCCESS,7.832,4.421,55,21,0
NoCheatPlus_NoCheatPlus,0818134515,SUCCESS,SUCCESS,7.721,4.261,55,21,0
mauersu_redis-admin,0822082044,SUCCESS,SUCCESS,1.042,0,0,0,0
mauersu_redis-admin,0820095722,SUCCESS,SUCCESS,0.995,0,0,0,0
mauersu_redis-admin,0818134515,SUCCESS,SUCCESS,1.055,0,0,0,0
Stratio_cassandra-lucene-index,0822082044,SUCCESS,SUCCESS,17.12,9.403999999999998,1326,75,0
Stratio_cassandra-lucene-index,0820095722,SUCCESS,SUCCESS,16.873,9.350000000000001,1326,75,0
Stratio_cassandra-lucene-index,0818134515,SUCCESS,SUCCESS,16.965,9.241,1326,75,0
jenkinsci_docker-workflow-plugin,0822082044,SUCCESS,SUCCESS,278,266.712,43,7,0
jenkinsci_docker-workflow-plugin,0820095722,SUCCESS,SUCCESS,305,293.116,43,7,0
jenkinsci_docker-workflow-plugin,0818134515,SUCCESS,SUCCESS,217,205.80700000000002,43,7,0
Baeldung_spring-security-oauth,0822082044,SUCCESS,SUCCESS,8.998,6.571,1,1,0
Baeldung_spring-security-oauth,0820095722,SUCCESS,SUCCESS,9.003,6.555,1,1,0
Baeldung_spring-security-oauth,0818134515,SUCCESS,SUCCESS,9.198,6.638,1,1,0
aws_aws-sdk-android,0822082044,FAILURE,FAILURE,139,113.80500000000006,1156,211,0
aws_aws-sdk-android,0820095722,FAILURE,FAILURE,115,90.14900000000014,1156,211,0
aws_aws-sdk-android,0816180012,FAILURE,FAILURE,131,105.50200000000005,1156,211,0
andsel_moquette,0822082044,SUCCESS,FAILURE,208,201.93200000000002,163,26,1
andsel_moquette,0820095722,SUCCESS,FAILURE,209,202.55799999999996,163,26,1
andsel_moquette,0818134515,SUCCESS,FAILURE,208,201.88100000000003,163,26,1
CodeStory_fluent-http,0822082044,SUCCESS,FAILURE,43.832,40.980000000000004,409,90,2
CodeStory_fluent-http,0820095722,SUCCESS,FAILURE,45.519,42.64300000000001,409,90,2
CodeStory_fluent-http,0818134515,SUCCESS,FAILURE,46.161,43.31099999999998,409,90,2
stripe_stripe-java,0822082044,SUCCESS,FAILURE,287,285.664,302,46,4
stripe_stripe-java,0820095722,SUCCESS,FAILURE,276,274.957,302,46,4
stripe_stripe-java,0818134515,SUCCESS,FAILURE,311,309.8719999999999,302,46,4
neophob_PixelController,0822082044,FAILURE,FAILURE,1.951,0.441,2,2,0
neophob_PixelController,0820095722,FAILURE,FAILURE,1.964,0.432,2,2,0
neophob_PixelController,0818134515,FAILURE,FAILURE,1.947,0.429,2,2,0
spring-projects_spring-boot,0814233256,FAILURE,FAILURE,36.649,5.186000000000002,242,25,0
spring-projects_spring-boot,0822082044,FAILURE,FAILURE,36.332,5.191,242,25,0
spring-projects_spring-boot,0818134515,FAILURE,FAILURE,36.659,5.102000000000001,242,25,0
uber_chaperone,0822082044,SUCCESS,FAILURE,1784,1759.2800000000002,26,14,2
uber_chaperone,0820095722,SUCCESS,FAILURE,1786,1759.211,26,14,2
uber_chaperone,0818134515,SUCCESS,FAILURE,1784,1759.348,26,14,2
st-js_st-js,0822082044,?,?,0,0,0,0,0
st-js_st-js,0820095722,?,?,0,0,0,0,0
st-js_st-js,0818134515,?,?,0,0,0,0,0
PeteGoo_tcSlackBuildNotifier,0822082044,SUCCESS,SUCCESS,3.298,1.5799999999999998,84,14,0
PeteGoo_tcSlackBuildNotifier,0820095722,SUCCESS,SUCCESS,3.175,1.671,84,14,0
PeteGoo_tcSlackBuildNotifier,0818134515,SUCCESS,SUCCESS,3.293,1.5459999999999998,84,14,0
mybatis_jpetstore-6,0822082044,SUCCESS,SUCCESS,5.918,0.885,4,3,0
mybatis_jpetstore-6,0820095722,SUCCESS,SUCCESS,6.184,0.946,4,3,0
mybatis_jpetstore-6,0818134515,SUCCESS,SUCCESS,6.236,0.923,4,3,0
apache_flume,0814233256,SUCCESS,FAILURE,67,61.57499999999999,54,6,6
apache_flume,0831113146,SUCCESS,FAILURE,68,62.245999999999995,54,6,6
